flopo_id	label	class_kind	axiom_type	action	replacement_property	target	target_label	note
FLOPO:0980098	creamy-white	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988009	white	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980108	deep rosy-lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980113	lilac-blue	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988007	blue	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980121	pale bluish lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980125	pale pinkish lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980131	rose-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988000	pink	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980133	deep lilac-blue	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988007	blue	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980136	pinkish lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980138	purplish-brown	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988003	brown	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980139	creamy-yellow	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988004	yellow	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980141	white flushed pink	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980144	pinkish fawn	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988003	brown	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980145	white flushed with pink	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980151	deep violet-blue	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988007	blue	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980152	pale blue-lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980155	green and grey mottled	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980158	spotted with crimson	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980161	bright magenta-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988000	pink	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980164	deep rosy-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988000	pink	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980165	green and brown	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980175	pale lilac and white	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980177	white flushed with lilac	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980179	pink and red	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980180	banded and tessellated yellow and blue-green	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980182	glaucous blue-green	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988006	green	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980190	fawn	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988003	brown	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980191	glossy orange	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988016	orange (ISCC-NBS level 2)	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980192	dying fawn	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980193	green and white	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980194	deep pinkish red	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988001	red	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980198	greenish cream	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988019	yellow (ISCC-NBS level 2)	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980203	apricot-yellow with deep crimson centre	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980205	pale rose-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988000	pink	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980208	deep lilac purple	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980209	greenish golden	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988004	yellow	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980216	white, lilac flushed	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980226	pale lilac-blue	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988007	blue	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980229	deep bright blue to almost white	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980238	flat shallow mahogany-red	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980241	pale greenish-fawn	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988003	brown	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980243	green-backed with red freckles	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980246	pink and white	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980247	reddish green	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988006	green	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980249	cream freckled with crimson spots	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980250	creamy with palegreen longitudinal lines	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980254	blue-lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980260	brown and white	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980263	cream flushed with red	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980265	pale bluish-lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980266	pale rose-lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980269	creamy-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988000	pink	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980270	red flushed green	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980281	white-hairy	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980282	green-striped	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980283	yellow green-veined	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980284	bluish-lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980287	pointed black	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980290	pale blue flushed with purple	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980295	greenish brown	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988003	brown	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980297	green and purplish	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980298	pale greenish red	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988001	red	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980301	white and lilac	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980302	white, lilac	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980303	bright lilac-blue	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988007	blue	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980305	large pale cream	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980309	pale lilac-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980311	white rosy-lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980312	green flushed red	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980313	pinkish green	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988006	green	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980314	reddish-brown	composition (components)	components	keep; repoint colour operands to backbone		PATO:0001287	reddish brown	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980315	pale creamy-white	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988009	white	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980317	white flushed with pale lilac	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980319	reduced to yellow stamens	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980321	papery yellow	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980327	whitish lilac	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980329	reddish brown	composition (components)	components	keep; repoint colour operands to backbone		PATO:0001287	reddish brown	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980332	rosy-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988000	pink	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980336	greenish red	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988001	red	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980338	pinkish red	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988001	red	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980340	bright lilac and pink	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980345	tubular creamy	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980348	lilac-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980351	white tinged with pink	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980353	red flushed pale yellowish	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980355	green flushed with red	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980356	creamy-green	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988006	green	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980365	dead white	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988009	white	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980366	purple-magenta	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988001	red	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980367	blue and white	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980368	white flushed with purplish	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980369	variable, white flushed with purplish	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980378	fleshy green	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980381	purple-brown	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988003	brown	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980384	shiny green	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988023	green (ISCC-NBS level 2)	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980386	dark pinkish purple	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988008	purple	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980387	pale blue to almost white	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980389	yellow and blue-green	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980395	deep rosy	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988000	pink	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980400	white flushed with deep pink	composition (components)	components	keep; repoint colour operands to backbone				Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980407	silvery-green	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988006	green	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980408	deep rosy-red	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988001	red	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
FLOPO:0980414	deep magenta-pink	composition (components)	components	keep; repoint colour operands to backbone		FLOPO:0988000	pink	Not a colour-name class; its colour operands are repointed (PATO basic hue -> backbone class).
