candidate_id	value_label	frequency	status	suggested_parent_pato_ids	suggested_parent_pato_labels	quality_contexts	examples	notes
FLOPO_VALUE_almost_round	almost round	2	candidate	PATO_0000411	circular	leaf shape (2)	Mesembryanthemum nodiflorum: small almost round leaves || Senecio flavus: almost round dentate leaves	""
FLOPO_VALUE_white_flushed_with_lilac	white flushed with lilac	2	candidate	PATO_0000323|PATO_0001943	white|lilac	flower color (2)	Misopates orontium: white flowers flushed with lilac || Silene sp. aff. burchellii: white flowers flushed with lilac	""
FLOPO_VALUE_parsley_like	parsley-like	2	needs_manual_parent			leaf shape (2)	Pimpinella cf. schweinfurthii: parsley-like leaves || Torilis arvensis: parsley-like leaves	""
FLOPO_VALUE_greenish_yellow	greenish-yellow	2	candidate	PATO_0000320|PATO_0000324	green|yellow	flower color (2)	Rhus tripartita: greenish-yellow flowers || Suaeda aegyptiaca: greenish-yellow flowers	""
FLOPO_VALUE_pink_and_red	pink and red	2	candidate	PATO_0000954|PATO_0000322	pink|red	sepal color (1)|fruit color (1)	Rumex vesicarius: pink and red sepals || Salvadora persica: juicy pink and red edible berries	""
FLOPO_VALUE_banded_and_tessellated_yellow_and_blue_green	banded and tessellated yellow and blue-green	2	candidate	PATO_0001946|PATO_0000324|PATO_0000318|PATO_0000320	banded|yellow|blue|green	leaf color (1)|leaf color pattern (1)	Sansevieria abyssinica: banded and tessellated yellow and blue-green || Sansevieria abyssinica: banded and tessellated yellow and blue-green	""
FLOPO_VALUE_flat_oval	flat oval	2	candidate	PATO_0000407|PATO_0000947	flat|elliptic	fruit shape (2)	Savignya parviflora: flat oval fruits || Taverniera lappacea: flat oval stiff-hairy pods	""
FLOPO_VALUE_glaucous_blue_green	glaucous blue-green	2	candidate	PATO_0000320|PATO_0000014|PATO_0000318	green|color|blue	leaf color (2)	Silene macrosolen: glaucous blue-green leaves || Silene schimperiana: glaucous blue-green leaves	""
FLOPO_VALUE_slender_cylindrical	slender cylindrical	2	candidate	PATO_0000592|PATO_0001873	decreased thickness|cylindrical	fruit shape (2)	Torularia torulosa: slender cylindrical fruits || Torularia torulosa: slender cylindrical fruits which corkscrew	""
FLOPO_VALUE_long_straight	long straight	1	candidate	PATO_0001154|PATO_0002180	elongated|straight	fruit shape (1)	Acacia abyssinica: long straight pods	""
FLOPO_VALUE_golden_yellow	golden-yellow	1	candidate	PATO_0000324	yellow	fruit color (1)	Acacia asak: fleshy golden-yellow pods	""
FLOPO_VALUE_slightly_twisted	slightly twisted	1	candidate	PATO_0001798	kinked	fruit shape (1)	Acacia asak: slightly twisted	""
FLOPO_VALUE_white_cream_or_yellow	white, cream, or yellow	1	candidate	PATO_0000323|PATO_0000324	white|yellow	flower color (1)	Acacia asak: white, cream, or yellow flowers	""
FLOPO_VALUE_single	single	1	needs_manual_parent			stem count (1)	Acacia asak: single trunked	""
FLOPO_VALUE_peeling_papery	peeling papery	1	candidate	PATO_0000150	texture	bark texture (1)	Acacia ehrenbergiana: peeling papery bark	""
FLOPO_VALUE_medium_sized	medium-sized	1	needs_manual_parent			fruit size (1)	Acacia nubica: medium-sized straight pods	""
FLOPO_VALUE_slightly_blue_green	slightly blue-green	1	candidate	PATO_0000320|PATO_0000318	green|blue	leaf color (1)	Acacia nubica: slightly blue-green leaves	""
FLOPO_VALUE_fawn	fawn	1	candidate	PATO_0000952|PATO_0000324	brown|yellow	flower color (1)	Acantholepis orientalis: fawn bud-like flowers	""
FLOPO_VALUE_faintly	faintly	1	needs_manual_parent			whole plant aromatic (1)	Achillea biebersteinii: faintly aromatic	""
FLOPO_VALUE_glossy_orange	glossy orange	1	candidate	PATO_0001373|PATO_0000953	glistening|orange	flower color (1)	Adonis dentata: glossy orange flowers	""
FLOPO_VALUE_dying_fawn	dying fawn	1	candidate	PATO_0000952|PATO_0000324	brown|yellow	flower color (1)	Ajuga chamaepitys ssp. tridactylites: dying fawn flowers 6 mm long	""
FLOPO_VALUE_green_and_white	green and white	1	candidate	PATO_0000320|PATO_0000323	green|white	flower color (1)	Allium sinaiticum: small green and white flowers	""
FLOPO_VALUE_deep_pinkish_red	deep pinkish red	1	candidate	PATO_0000954|PATO_0000322	pink|red	flower color (1)	Aloe sheilae: deep pinkish red flowers	""
FLOPO_VALUE_orange_red	orange-red	1	candidate	PATO_0000953|PATO_0000322	orange|red	flower color (1)	Aloe vacillans: orange-red flowers	""
FLOPO_VALUE_red_or_yellow	red or yellow	1	candidate	PATO_0000322|PATO_0000324	red|yellow	flower color (1)	Aloe vera: red or yellow flowers	""
FLOPO_VALUE_yellowish_green	yellowish-green	1	candidate	PATO_0000324|PATO_0000320	yellow|green	leaf color (1)	Alternanthera pungens: thick yellowish-green leaves	""
FLOPO_VALUE_greenish_cream	greenish cream	1	candidate	PATO_0000320|PATO_0000323|PATO_0000324	green|white|yellow	flower color (1)	Although not many species of this family: greenish cream flowers	""
FLOPO_VALUE_greenish_or_pinkish	greenish or pinkish	1	candidate	PATO_0000320|PATO_0000954	green|pink	flower color (1)	Amaranthus graecizans: greenish or pinkish flowers	""
FLOPO_VALUE_bristly	bristly	1	candidate	PATO_0000150	texture	trichome texture (1)	Amaranthus hybridus: short bristly hairs	""
FLOPO_VALUE_pale_yellowish	pale yellowish	1	candidate	PATO_0000324	yellow	flower color (1)	Ambrosia maritima: pale yellowish flowers	""
FLOPO_VALUE_bright_rosylilac	bright rosylilac	1	needs_manual_parent			flower color (1)	Ammannia auriculata: bright rosylilac flowers	""
FLOPO_VALUE_very_red	very red	1	candidate	PATO_0000322	red	root color (1)	An erect bushy herb: Very red root	""
FLOPO_VALUE_apricot_yellow_with_deep_crimson_centre	apricot-yellow with deep crimson centre	1	candidate	PATO_0000322|PATO_0000324	red|yellow	flower color (1)	An erect many-stemmed: apricot-yellow with deep crimson centre	""
FLOPO_VALUE_faint_sour	faint sour	1	needs_manual_parent			flower odor (1)	An erect woody shrublet: faint sour smell	""
FLOPO_VALUE_brilliant_deep_blue	brilliant deep blue	1	candidate	PATO_0000318	blue	flower color (1)	Anchusa affinis: brilliant deep blue flowers	""
FLOPO_VALUE_pale_rose_pink	pale rose-pink	1	candidate	PATO_0000954|PATO_0000322	pink|red	flower color (1)	Anchusa milleri: pale rose-pink flowers 5 mm wide	""
FLOPO_VALUE_deep_green	deep green	1	candidate	PATO_0000320	green	leaf color (1)	Andrachne telephioides: deep green orbicular leaves	""
FLOPO_VALUE_mauve	mauve	1	needs_manual_parent			filament color (1)	Anisosciadium lanatum: mauve filaments	""
FLOPO_VALUE_lilac_or_deep_blue	lilac or deep blue	1	candidate	PATO_0001943|PATO_0000318	lilac|blue	flower color (1)	Anticharis glandulosa: lilac or deep blue flowers	""
FLOPO_VALUE_deep_lilac_purple	deep lilac purple	1	candidate	PATO_0001943|PATO_0000951	lilac|purple	flower color (1)	Anticharis linearis: tubular deep lilac purple flowers	""
FLOPO_VALUE_greenish_golden	greenish golden	1	candidate	PATO_0000320|PATO_0000324	green|yellow	flower color (1)	Argyrolobium sp. aff. arabicum: greenish golden flowers	""
FLOPO_VALUE_sour	sour	1	needs_manual_parent			flower odor (1)	Aristolochia bracteolata: sour smell	""
FLOPO_VALUE_arching	arching	1	needs_manual_parent			stem shape (1)	Arnebia decumbens: arching stems	""
FLOPO_VALUE_upper_ones_tiny	upper ones tiny	1	candidate	PATO_0000587	decreased size	leaf size (1)	Artemisia abyssinica: the upper ones tiny	""
FLOPO_VALUE_bright_dark_green	bright dark green	1	candidate	PATO_0000320	green	leaf color (1)	Asemi-prostrate densely leafy herb with stems: bright dark green	""
FLOPO_VALUE_very_feathery	very feathery	1	candidate	PATO_0000150	texture	leaf texture (1)	Asemi-prostrate densely leafy herb with stems: very feathery	""
FLOPO_VALUE_reddish_line	reddish line	1	candidate	PATO_0000322	red	tepal color (1)	Asphodelus refractus: a reddish line down the centre of each tepal	""
FLOPO_VALUE_flat_sided_curved	flat-sided curved	1	candidate	PATO_0000407|PATO_0000406	flat|curved	fruit shape (1)	Astragalus annularis: flat-sided curved pods	""
FLOPO_VALUE_lilac_flushed	lilac flushed	1	candidate	PATO_0001943	lilac	flower color (1)	Astragalus atropilosus: white, lilac flushed flowers	""
FLOPO_VALUE_white_lilac_flushed	white, lilac flushed	1	candidate	PATO_0000323|PATO_0001943	white|lilac	flower color (1)	Astragalus atropilosus: white, lilac flushed flowers	""
FLOPO_VALUE_pink_occasionally_flushed	pink (occasionally flushed)	1	candidate	PATO_0000954	pink	flower color (1)	Astragalus spinosus: occasionally flushed with pink	""
FLOPO_VALUE_plump	plump	1	needs_manual_parent			fruit shape (1)	Astragalus tribuloides var. minutus: short plump erect hairy pods	""
FLOPO_VALUE_short_plump_erect	short plump erect	1	candidate	PATO_0000569|PATO_0000622	decreased height|erect	fruit shape (1)	Astragalus tribuloides var. minutus: short plump erect hairy pods	""
FLOPO_VALUE_fat_spherical	fat spherical	1	candidate	PATO_0001499	spherical	flower shape (1)	Atractylis cancellata: fat spherical flowers	""
FLOPO_VALUE_slender_curved_spiny	slender curved spiny	1	candidate	PATO_0000592|PATO_0000406|PATO_0001365	decreased thickness|curved|spiny	bract shape (1)	Atractylis cancellata: slender curved spiny bracts	""
FLOPO_VALUE_slender_curved	slender curved	1	candidate	PATO_0000592|PATO_0000406	decreased thickness|curved	bract shape (1)	Atractylis cancellata: slender curved spiny bracts	""
FLOPO_VALUE_lobed_dentate	lobed dentate	1	candidate	PATO_0001979|PATO_0001205	lobed|dentated	leaf shape (1)	Atractylis carduus: lobed dentate leaves	""
FLOPO_VALUE_mangoshaped	mangoshaped	1	needs_manual_parent			fruit shape (1)	Avicennia marina: flat-sided mangoshaped fruits	""
FLOPO_VALUE_flat_sided_mangoshaped	flat-sided mangoshaped	1	candidate	PATO_0000407	flat	fruit shape (1)	Avicennia marina: flat-sided mangoshaped fruits	""
FLOPO_VALUE_oval_pear_shaped	oval pear-shaped	1	candidate	PATO_0000947	elliptic	fruit shape (1)	Balanites aegyptiaca: oval pear-shaped	""
FLOPO_VALUE_olive_like	olive-like	1	needs_manual_parent			leaf shape (1)	Barbeya oleoides: olive-like leaves	""
FLOPO_VALUE_slender_tubular	slender tubular	1	candidate	PATO_0000592|PATO_0002299	decreased thickness|tubular	corolla shape (1)	Barleria acanthoides: slender tubular corolla	""
FLOPO_VALUE_pale_lilac_blue	pale lilac-blue	1	candidate	PATO_0000318|PATO_0001943	blue|lilac	flower color (1)	Barleria hochstetteri: pale lilac-blue flowers	""
FLOPO_VALUE_deep_glowing_orange	deep glowing orange	1	candidate	PATO_0000953	orange	flower color (1)	Barleria proxima: deep glowing orange flowers	""
FLOPO_VALUE_deep_maroon_purple	deep maroon-purple	1	candidate	PATO_0000951	purple	flower color (1)	Barleria sp. aff. parviflora: deep maroon-purple flowers	""
FLOPO_VALUE_deep_bright_blue_to_almost_white	deep bright blue to almost white	1	candidate	PATO_0000318|PATO_0000323	blue|white	flower color (1)	Blepharis ciliaris: vary in colour from deep bright blue to almost white	""
FLOPO_VALUE_silver	silver	1	needs_manual_parent			stem color (1)	Boscia angustifolia: silver-trunked	""
FLOPO_VALUE_long_exserted	long exserted	1	candidate	PATO_0001154|PATO_0000623	elongated|exserted	stamen length (1)	Buddleja polystachya: long exserted stamens	""
FLOPO_VALUE_orangebrown	orangebrown	1	needs_manual_parent			flower color (1)	Buddleja polystachya: orangebrown flowers	""
FLOPO_VALUE_cordate_wavy_edged	cordate wavy-edged	1	candidate	PATO_0000948	heart shaped	leaf shape (1)	Bupleurum gerardii: cordate wavy-edged leaves	""
FLOPO_VALUE_simple_grass_like	simple grass-like	1	candidate	PATO_0001503	simple	leaf shape (1)	Bupleurum gerardii: simple grass-like leaves	""
FLOPO_VALUE_brilliant_deep_red	brilliant deep red	1	candidate	PATO_0000322	red	fruit color (1)	Cadaba glandulosa: brilliant deep red inside	""
FLOPO_VALUE_dark_pink	dark pink	1	candidate	PATO_0000954	pink	flower color (1)	Cadia purpurea: aging dark pink	""
FLOPO_VALUE_hard_curved	hard curved	1	candidate	PATO_0000386|PATO_0000406	hard|curved	fruit shape (1)	Calendula arvensis: hard curved fruits	""
FLOPO_VALUE_more_rounded	more rounded	1	candidate	PATO_0000411	circular	bracteole shape (1)	Callipeltis aperta: the bracteoles are more rounded	""
FLOPO_VALUE_fading_white	fading white	1	candidate	PATO_0000323	white	flower color (1)	Campanula dulcis: fading white	""
FLOPO_VALUE_hooded	hooded	1	needs_manual_parent			petal shape (1)	Capparis decidua: one of the petals forming a hood	""
FLOPO_VALUE_hood	hood	1	needs_manual_parent			petal shape (1)	Capparis decidua: one of the petals forming a hood	""
FLOPO_VALUE_flat_shallow_mahogany_red	flat shallow mahogany-red	1	candidate	PATO_0000322|PATO_0000407|PATO_0001472	red|flat|decreased depth	flower color (1)	Caralluma commutata: flat shallow mahogany-red flowers	""
FLOPO_VALUE_very_deep_purplish_black	very deep purplish-black	1	candidate	PATO_0000317|PATO_0000951	black|purple	flower color (1)	Caralluma deflersiana: very deep purplish-black flowers	""
FLOPO_VALUE_purplish_black	purplish-black	1	candidate	PATO_0000951|PATO_0000317	purple|black	flower color (1)	Caralluma deflersiana: very deep purplish-black flowers	""
FLOPO_VALUE_campanulate	campanulate	1	needs_manual_parent			corolla shape (1)	Caralluma deflersiana: the campanulate corolla	""
FLOPO_VALUE_pale_greenish_fawn	pale greenish-fawn	1	candidate	PATO_0000952|PATO_0000324|PATO_0000320	brown|yellow|green	flower color (1)	Caralluma edulis: pale greenish-fawn cup-shaped flowers	""
FLOPO_VALUE_rotten_meat	rotten meat	1	needs_manual_parent			flower odor (1)	Caralluma russeliana: rotten meat smell	""
FLOPO_VALUE_rotten_meat_smell	rotten meat smell	1	needs_manual_parent			flower odor (1)	Caralluma russeliana: rotten meat smell	""
FLOPO_VALUE_dark_purplish_red	dark purplish-red	1	candidate	PATO_0000322|PATO_0000951	red|purple	flower color (1)	Caralluma shadhbana: dark purplish-red flowers 1 cm wide	""
FLOPO_VALUE_green_backed_with_red_freckles	green-backed with red freckles	1	candidate	PATO_0000320|PATO_0000322	green|red	flower color (1)	Caralluma shadhbana: the flowers are green-backed with red freckles	""
FLOPO_VALUE_green_backed	green-backed	1	candidate	PATO_0000320	green	flower color (1)	Caralluma shadhbana: the flowers are green-backed with red freckles	""
FLOPO_VALUE_bad_sweetish_smell	bad sweetish smell	1	needs_manual_parent			flower odor (1)	Caralluma sp. aff. commutata: bad sweetish smell	""
FLOPO_VALUE_bad_sweetish	bad sweetish	1	needs_manual_parent			flower odor (1)	Caralluma sp. aff. commutata: bad sweetish smell	""
FLOPO_VALUE_apex_of_stem	apex of stem	1	needs_manual_parent			flower position (1)	Carex distans: male flowers are at the apex of the stem	""
FLOPO_VALUE_apex	apex	1	needs_manual_parent			flower position (1)	Carex distans: male flowers are at the apex of the stem	""
FLOPO_VALUE_at_the_apex_of_the_stem	at the apex of the stem	1	needs_manual_parent			flower position (1)	Carex distans: male flowers are at the apex of the stem	""
FLOPO_VALUE_wide_flat_curved	wide flat curved	1	candidate	PATO_0000600|PATO_0000407|PATO_0000406	increased width|flat|curved	fruit shape (1)	Cassia holosericea: wide flat curved pods	""
FLOPO_VALUE_pink_and_white	pink and white	1	candidate	PATO_0000954|PATO_0000323	pink|white	flower color (1)	Celosia trigyna: pink and white flowers	""
FLOPO_VALUE_reddish_green	reddish green	1	candidate	PATO_0000322|PATO_0000320	red|green	flower color (1)	Celtis africana: reddish green flowers	""
FLOPO_VALUE_pale_creamy	pale creamy	1	candidate	PATO_0000323|PATO_0000324	white|yellow	flower color (1)	Centaurea sinaica: pale creamy flowers	""
FLOPO_VALUE_cream_freckled_with_crimson_spots	cream freckled with crimson spots	1	candidate	PATO_0000323|PATO_0000324|PATO_0000322	white|yellow|red	corolla color (1)	Ceropegia sp. aff. devecchii var. adelaidae: the corolla cream freckled with crimson spots	""
FLOPO_VALUE_sausage_like	sausage-like	1	needs_manual_parent			root shape (1)	Ceropegia sp. aff. variegata: white sausage-like roots	""
FLOPO_VALUE_creamy_with_palegreen_longitudinal_lines	creamy with palegreen longitudinal lines	1	candidate	PATO_0000323|PATO_0000324	white|yellow	corolla color (1)	Ceropegia sp. aff. variegata: the corolla creamy with palegreen longitudinal lines	""
FLOPO_VALUE_pale_greygreen	pale greygreen	1	needs_manual_parent			corolla color (1)	Ceropegia sp. aff. variegata: corolla pale greygreen with red streaks and freckles	""
FLOPO_VALUE_pale_greygreen_with_red_streaks_and_freckles	pale greygreen with red streaks and freckles	1	candidate	PATO_0000322	red	corolla color (1)	Ceropegia sp. aff. variegata: corolla pale greygreen with red streaks and freckles	""
FLOPO_VALUE_flat_round	flat, round	1	candidate	PATO_0000407|PATO_0000411	flat|circular	fruit shape (1)	Chorispora purpurascens: crowded flat, round fruits	""
FLOPO_VALUE_rough_cylindrical	rough cylindrical	1	candidate	PATO_0000700|PATO_0001873	rough|cylindrical	fruit shape (1)	Chorispora purpurascens: rough cylindrical fruits	""
FLOPO_VALUE_blue_lilac	blue-lilac	1	candidate	PATO_0000318|PATO_0001943	blue|lilac	flower color (1)	Cicer cuneatum: blue-lilac flowers	""
FLOPO_VALUE_bright_rich_blue	bright rich blue	1	candidate	PATO_0000318	blue	flower color (1)	Cicer cuneatum: bright rich blue flowers	""
FLOPO_VALUE_sky_blue	sky-blue	1	candidate	PATO_0000318	blue	flower color (1)	Cichorium bottae: sky-blue flowers	""
FLOPO_VALUE_sky_blue	sky blue	1	candidate	PATO_0000318	blue	flower color (1)	Cichorium intybus: sky blue flowers	""
FLOPO_VALUE_almost_orbicular	almost orbicular	1	candidate	PATO_0001934	orbicular	leaf shape (1)	Cineraria abyssinica: almost orbicular	""
FLOPO_VALUE_smooth_round	smooth round	1	candidate	PATO_0000701|PATO_0000411	smooth|circular	fruit shape (1)	Citrullus colocynthis: smooth round bitter fruits	""
FLOPO_VALUE_brown_and_white	brown and white	1	candidate	PATO_0000952|PATO_0000323	brown|white	flower color (1)	Cleome amblyocarpa: small brown and white flowers	""
FLOPO_VALUE_sandy_yellow	sandy-yellow	1	candidate	PATO_0000324	yellow	petal color (1)	Cleome schweinfurthii: striped with sandy-yellow	""
FLOPO_VALUE_chestnut_brown	chestnut-brown	1	candidate	PATO_0000952	brown	flower color (1)	Cleome trinervia: chestnut-brown flowers	""
FLOPO_VALUE_cream_flushed_with_red	cream flushed with red	1	candidate	PATO_0000323|PATO_0000324|PATO_0000322	white|yellow|red	fruit color (1)	Colutea istria: ripe pods cream flushed with red	""
FLOPO_VALUE_dark_green	dark-green	1	candidate	PATO_0000320	green	leaf color (1)	Combretum molle: dark-green-leaved	""
FLOPO_VALUE_pale_bluish_lilac	pale bluish-lilac	1	candidate	PATO_0001943|PATO_0000318	lilac|blue	flower color (1)	Commelina sp. aff. albescens: pale bluish-lilac flowers	""
FLOPO_VALUE_pale_rose_lilac	pale rose-lilac	1	candidate	PATO_0001943|PATO_0000954|PATO_0000322	lilac|pink|red	flower color (1)	Commicarpus helenae: pale rose-lilac flowers	""
FLOPO_VALUE_ivy_like	ivy-like	1	needs_manual_parent			leaf shape (1)	Commicarpus sinuatus: ivy-like leaves	""
FLOPO_VALUE_pink_flushed	pink-flushed	1	candidate	PATO_0000954	pink	fruit color (1)	Commiphora kataf: oval pink-flushed fruits	""
FLOPO_VALUE_almost_globular	almost globular	1	candidate	PATO_0001499	spherical	fruit shape (1)	Commiphora kataf: almost globular green fruits	""
FLOPO_VALUE_creamy_pink	creamy-pink	1	candidate	PATO_0000323|PATO_0000324|PATO_0000954	white|yellow|pink	flower color (1)	Commiphora kataf: creamy-pink flowers	""
FLOPO_VALUE_much_larger	much larger	1	needs_manual_parent			leaflet size (1)	Commiphora kataf: the centre leaflet much larger	""
FLOPO_VALUE_peeling_paper	peeling paper	1	needs_manual_parent			bark texture (1)	Commiphora madagascariensis: peeling paper bark	""
FLOPO_VALUE_paper	paper	1	needs_manual_parent			bark texture (1)	Commiphora madagascariensis: peeling paper bark	""
FLOPO_VALUE_red_flushed_green	red flushed green	1	candidate	PATO_0000322|PATO_0000320	red|green	leaf color (1)	Commiphora madagascariensis: red flushed green pate	""
FLOPO_VALUE_oval_mango_shaped	oval mango-shaped	1	candidate	PATO_0000947	elliptic	fruit shape (1)	Commiphora myrrha: oval mango-shaped fruits	""
FLOPO_VALUE_often_larger	often larger	1	needs_manual_parent			leaflet size (1)	Commiphora myrrha: centre leaflet often larger	""
FLOPO_VALUE_deep_red	deep red	1	candidate	PATO_0000322	red	flower color (1)	Commiphora quadricincta: deep red flowers	""
FLOPO_VALUE_almost_spherical	almost spherical	1	candidate	PATO_0001499	spherical	fruit shape (1)	Commiphora sp. aff. erythraea: almost spherical fruits	""
FLOPO_VALUE_mango_like	mango-like	1	needs_manual_parent			fruit shape (1)	Commiphora sp. nov. aff. myrrha: mango-like fruits	""
FLOPO_VALUE_greenish_yellow_inside	greenish yellow inside	1	candidate	PATO_0000320|PATO_0000324	green|yellow	flower color (1)	Commiphora sp. nov. aff. myrrha: greenish yellow inside	""
FLOPO_VALUE_greygreen	greygreen	1	needs_manual_parent			leaf color (1)	Convolvulus cephalapodus: narrow greygreen leaves	""
FLOPO_VALUE_pink_streaked	pink streaked	1	candidate	PATO_0000954	pink	flower color pattern (1)	Convolvulus deserti: streaked with pink behind	""
FLOPO_VALUE_streaked_with_pink_behind	streaked with pink behind	1	candidate	PATO_0000954	pink	flower color pattern (1)	Convolvulus deserti: streaked with pink behind	""
FLOPO_VALUE_yes	yes	1	needs_manual_parent			leaf aromatic (1)	Conyza pyrrhopappa: aromatic leaves	""
FLOPO_VALUE_chilli_like	chilli-like	1	needs_manual_parent			fruit shape (1)	Corallocarpus schimperi: red chilli-like fruits 3 cm long	""
FLOPO_VALUE_inflated_oval	inflated oval	1	candidate	PATO_0002376|PATO_0000947	inflated|elliptic	fruit shape (1)	Crotalaria leptocarpa: inflated oval pods	""
FLOPO_VALUE_slightly_rounded	slightly rounded	1	candidate	PATO_0000411	circular	leaf shape (1)	Crotalaria quartiniana: slightly rounded	""
FLOPO_VALUE_basal	basal	1	needs_manual_parent			flower position (1)	Croton lobatus: female flowers below	""
FLOPO_VALUE_below	below	1	needs_manual_parent			flower position (1)	Croton lobatus: female flowers below	""
FLOPO_VALUE_apical	apical	1	needs_manual_parent			flower position (1)	Croton lobatus: male flowers clustered along the apical portion	""
FLOPO_VALUE_clustered_along_the_apical_portion	clustered along the apical portion	1	candidate	PATO_0001629	aggregated	flower position (1)	Croton lobatus: male flowers clustered along the apical portion	""
FLOPO_VALUE_smooth_oval	smooth oval	1	candidate	PATO_0000701|PATO_0000947	smooth|elliptic	fruit shape (1)	Cucumis melo: smooth oval fruits	""
FLOPO_VALUE_darker_freckles	darker freckles	1	needs_manual_parent			fruit spatial pattern (1)	Cucumis melo: green with darker freckles	""
FLOPO_VALUE_freckles	freckles	1	needs_manual_parent			fruit spatial pattern (1)	Cucumis melo: green with darker freckles	""
FLOPO_VALUE_white_hairy	white-hairy	1	candidate	PATO_0000323|PATO_0000454	white|hairy	stem hairy (1)	Cucumis melo: coarse white-hairy stems	""
FLOPO_VALUE_green_striped	green-striped	1	candidate	PATO_0000320|PATO_0001946	green|banded	fruit color pattern (1)	Cucumis prophetarum: green-striped fruit	""
FLOPO_VALUE_yellow_green_veined	yellow green-veined	1	candidate	PATO_0001941|PATO_0000324|PATO_0000320	yellow green|yellow|green	flower color (1)	Cucumis prophetarum: yellow green-veined flowers	""
FLOPO_VALUE_bluish_lilac	bluish-lilac	1	candidate	PATO_0000318|PATO_0001943	blue|lilac	flower color (1)	Cyanotis nyctitropa: bluish-lilac flowers	""
FLOPO_VALUE_chestnut_red	chestnut-red	1	candidate	PATO_0000322	red	glume color (1)	Cyperus rigidifolius: chestnut-red glumes	""
FLOPO_VALUE_cream_or_white	cream or white	1	candidate	PATO_0000323|PATO_0000324	white|yellow	flower color (1)	Daphne linearifolia: cream or white flowers	""
FLOPO_VALUE_pointed_black	pointed black	1	candidate	PATO_0002258|PATO_0000317	pointed|black	seed color (1)	Daphne mucronata: pointed black seed	""
FLOPO_VALUE_four_petalled_bulbous	four-petalled bulbous	1	candidate	PATO_0002210	bulbous	calyx shape (1)	Daphne mucronata: cupped in a four-petalled bulbous calyx	""
FLOPO_VALUE_unevenly_lobed	unevenly lobed	1	candidate	PATO_0001979	lobed	leaf shape (1)	Datura stramonium: bright green unevenly lobed leaves	""
FLOPO_VALUE_pale_blue_flushed_with_purple	pale blue flushed with purple	1	candidate	PATO_0000318|PATO_0000951	blue|purple	flower color (1)	Delphinium sheilae: pale blue flowers flushed with purple	""
FLOPO_VALUE_flushed_with_purple	flushed with purple	1	candidate	PATO_0000951	purple	flower color (1)	Delphinium sheilae: pale blue flowers flushed with purple	""
FLOPO_VALUE_pod_like	pod-like	1	needs_manual_parent			fruit shape (1)	Desmodium gangeticum: segmented pod-like fruits	""
FLOPO_VALUE_segmented_pod_like	segmented pod-like	1	candidate	PATO_0002312	segmented	fruit shape (1)	Desmodium gangeticum: segmented pod-like fruits	""
FLOPO_VALUE_tangled_spirally_curved	tangled spirally curved	1	candidate	PATO_0001846|PATO_0000406	tangled|curved	fruit shape (1)	Dichrostachys cinerea: very tangled spirally curved fruits	""
FLOPO_VALUE_spirally_curved	spirally curved	1	candidate	PATO_0000406	curved	fruit shape (1)	Dichrostachys cinerea: very tangled spirally curved fruits	""
FLOPO_VALUE_greenish_brown	greenish brown	1	candidate	PATO_0000320|PATO_0000952	green|brown	flower color (1)	Dipcadi serotinum: narrow greenish brown flowers	""
FLOPO_VALUE_scarlet_flushed	scarlet-flushed	1	candidate	PATO_0000322	red	fruit color (1)	Dodonaea viscosa: large scarlet-flushed winged fruits	""
FLOPO_VALUE_green_and_purplish	green and purplish	1	candidate	PATO_0000320|PATO_0000951	green|purple	flower color (1)	Dodonaea viscosa: green and purplish flowers	""
FLOPO_VALUE_pale_greenish_red	pale greenish red	1	candidate	PATO_0000320|PATO_0000322	green|red	flower color (1)	Duvalia velutina: pale greenish red flowers	""
FLOPO_VALUE_greyblue	greyblue	1	needs_manual_parent			flower color (1)	Ecbolium gymnostachyum: greyblue flowers 2.5 cm wide	""
FLOPO_VALUE_pale_brownish	pale brownish	1	candidate	PATO_0000952	brown	stem color (1)	Echinops viscosus: stems are pale brownish	""
FLOPO_VALUE_long_distinctive	long distinctive	1	candidate	PATO_0001154	elongated	calyx length (1)	Endostemon gracile: cupped in a long distinctive calyx	""
FLOPO_VALUE_white_and_lilac	white and lilac	1	candidate	PATO_0000323|PATO_0001943	white|lilac	flower color (1)	Eremobium aegyptiacum: white and lilac flowers	""
FLOPO_VALUE_white_lilac	white, lilac	1	candidate	PATO_0000323|PATO_0001943	white|lilac	flower color (1)	Eremobium aegyptiacum: white and lilac flowers	""
FLOPO_VALUE_bright_lilac_blue	bright lilac-blue	1	candidate	PATO_0000318|PATO_0001943	blue|lilac	flower color (1)	Erodium ciconium: bright lilac-blue flowers	""
FLOPO_VALUE_carrot_like	carrot-like	1	needs_manual_parent			leaf shape (1)	Erodium cicutarium: carrot-like leaves	""
FLOPO_VALUE_narrow_deeply_lobed	narrow deeply lobed	1	candidate	PATO_0000599|PATO_0001979	decreased width|lobed	leaf shape (1)	Erucaria hispanica: narrow deeply lobed leaves	""
FLOPO_VALUE_large_pale_cream	large pale cream	1	candidate	PATO_0000586|PATO_0000323|PATO_0000324	increased size|white|yellow	corm color (1)	Eulophia petersii: Large pale cream crowded pseudobulbs	""
FLOPO_VALUE_very_pale_green	very pale green	1	candidate	PATO_0000320	green	fruit color (1)	Euphorbia ammak: very pale green fruits	""
FLOPO_VALUE_four_angled	four-angled	1	candidate	PATO_0000617	bent	stem shape (1)	Euphorbia sp. aff. ammak: fourangled stems	""
