word	language	ontology_id	backbone_label	backbone_level	scope	synonym_type	match_kind	evidence	candidate_blocks	flags	corpus_mentions	word_sources	rationale	design_key
nearly black	en	FLOPO:0988011	black	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	29	corpus	Modifier 'nearly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'black'.	ISCCNBS:L1_013
pale greenish	en	FLOPO:0988006	green	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	28	FLOPO value label|corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'greenish'.	ISCCNBS:L1_008
brun fauve	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	28	corpus	French 'brun fauve' read as English 'fulvous brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'fulvous').	ISCCNBS:L1_004
ochraceous	en	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	28 29 50 53 68 69 72	crosses_level1	27	corpus	Lexical equivalent of 'ochre'. Documented senses span ISCC-NBS block(s) 28 29 50 53 68 69 72 across level-1 categories orange, pink, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.165 Sense tier used: botanical (1 sense(s)); all sources give blocks 28 29 50 51 53 57 67 68 69 71 72 73 74 83 84 86 87.	ISCCNBS:L1_005
orange tan	en	FLOPO:0988016	orange (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	compound_head			compound_head_rule	27	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'tan' class 'orange' (tending towards 'orange').	ISCCNBS:L2_006
pinkish red	en	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	27	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'pinkish').	ISCCNBS:L1_002
blanc jaune	fr	FLOPO:0988116	yellowish white	3	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	27	corpus	French 'blanc jaune' read as English 'yellowish white'. Literal ISCC-NBS name 'yellowish white' (level 3).	ISCCNBS:L3_092
cendré	fr	FLOPO:0988025	blue (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	190 191	multi_block|translation	27	corpus	French 'cendré' read as English 'cinereous'. Documented senses fall in ISCC-NBS block(s) 190 191; lowest covering backbone class is level 2 'blue'. PDF p.137 Sense tier used: botanical (1 sense(s)); all sources give blocks 190 191 264.	ISCCNBS:L2_020
ivoire	fr	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	89	no_botanical_source_tier_general|single_source_lifted_to_level2|translation	27	corpus	French 'ivoire' read as English 'ivory'. Documented senses fall in ISCC-NBS block(s) 89; lowest covering backbone class is level 2 'yellow'. PDF p.156 Sense tier used: general (1 sense(s)); all sources give blocks 86 89 90 92. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_010
cinnamon	en	FLOPO:0988003	brown	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	29 53 57 71 72 74 76 77	crosses_level1	26	corpus	Documented senses span ISCC-NBS block(s) 29 53 57 71 72 74 76 77 across level-1 categories brown, orange, pink, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.137 Sense tier used: botanical (2 sense(s)); all sources give blocks 29 53 54 57 71 72 74 76 77.	ISCCNBS:L1_004
reddish green	en	FLOPO:0988006	green	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	26	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'green' class 'green' (tending towards 'reddish').	ISCCNBS:L1_008
whitish gray	en	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	26	corpus	Modifier 'whitish' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'gray'.	ISCCNBS:L1_012
gris beige	fr	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	26	corpus	French 'gris beige' read as English 'beige gray'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'beige').	ISCCNBS:L1_012
olive	fr	FLOPO:0988005	olive	1	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		level_homonym|translation	26	corpus	French 'olive' read as English 'olive'. Literal ISCC-NBS name 'olive' (level 1).	ISCCNBS:L1_006
almost white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	25	corpus	Modifier 'almost' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'white'.	ISCCNBS:L1_011
chocolate brown	en	FLOPO:0988072	grayish reddish brown	3	NARROW	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	46		25	PATO exact synonym|PATO label|corpus	Lexical equivalent of 'chocolate'. Documented senses fall in ISCC-NBS block(s) 46; lowest covering backbone class is level 3 'grayish reddish brown'. PDF p.137 Sense tier used: botanical (2 sense(s)); all sources give blocks 19 22 23 41 46 62 64 81 266.	ISCCNBS:L3_046
fuscous	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	19 23 64 229 234	crosses_level1	25	botanical_terminology|corpus	Documented senses span ISCC-NBS block(s) 19 23 64 229 234 across level-1 categories brown, purple, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.145 Sense tier used: botanical (2 sense(s)); all sources give blocks 19 23 64 229 234.	ISCCNBS:L1_002
pale brownish	en	FLOPO:0988003	brown	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	25	FLOPO value label|corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'brownish'.	ISCCNBS:L1_004
pale red brown	en	FLOPO:0988071	light grayish reddish brown	3	NARROW	botanical_colour_name	iscc_gloss	EVID:NIST_CENTROIDS		b3_pale_gloss_narrow	25	corpus	Not a literal ISCC-NBS name; Kelly (1958) glosses 'pale' as 'light grayish', giving block 'light grayish reddish brown'. Curator decision B3 (2026-09-18): 'pale X' is EXACT only where ISCC-NBS itself names the block that way; otherwise NARROW.	ISCCNBS:L3_045
rouge violet	fr	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	25	corpus	French 'rouge violet' read as English 'violetish red'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'violetish').	ISCCNBS:L1_002
bright pink	en	FLOPO:0988012	pink (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	24	PATO related synonym|corpus	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pink'.	ISCCNBS:L2_001
brownish purple	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	24	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'brownish').	ISCCNBS:L1_010
pinkish purple	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	24	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'pinkish').	ISCCNBS:L1_010
purple red	en	PATO:0104311	purplish red	2	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			24	corpus	'-ish' variant of the ISCC-NBS name 'purplish red' (level 2).	ISCCNBS:L2_026
brun rouille	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	24	corpus	French 'brun rouille' read as English 'ferruginous brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'ferruginous').	ISCCNBS:L1_004
gris cendré	fr	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	24	corpus	French 'gris cendré' read as English 'cinereous gray'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'cinereous').	ISCCNBS:L1_012
jaune crème	fr	FLOPO:0988004	yellow	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|translation	24	corpus	French 'jaune crème' read as English 'cream yellow'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'yellow' class 'yellow' (tending towards 'cream').	ISCCNBS:L1_005
rouge brunâtre	fr	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	24	corpus	French 'rouge brunâtre' read as English 'brownish red'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'brownish').	ISCCNBS:L1_002
rouge sang	fr	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|translation	24	corpus	French 'rouge sang' read as English 'blood red red'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'blood red').	ISCCNBS:L1_002
vert noirâtre	fr	FLOPO:0988171	blackish green	3	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	24	corpus	French 'vert noirâtre' read as English 'blackish green'. Literal ISCC-NBS name 'blackish green' (level 3).	ISCCNBS:L3_152
creamy green	en	FLOPO:0988006	green	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	23	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'green' class 'green' (tending towards 'creamy').	ISCCNBS:L1_008
gray black	en	FLOPO:0988011	black	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	23	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'black' class 'black' (tending towards 'gray').	ISCCNBS:L1_013
off white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	23	corpus	Modifier 'off' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'white'.	ISCCNBS:L1_011
red purple	en	PATO:0104079	reddish purple	2	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			23	corpus	'-ish' variant of the ISCC-NBS name 'reddish purple' (level 2).	ISCCNBS:L2_024
brun violet	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	23	corpus	French 'brun violet' read as English 'violetish brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'violetish').	ISCCNBS:L1_004
clear yellow	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	22	corpus	Modifier 'clear' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'yellow'.	ISCCNBS:L2_010
pale orange brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	22	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'orange brown'.	ISCCNBS:L1_004
purple black	en	PATO:0104157	purplish black	3	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			22	corpus	'-ish' variant of the ISCC-NBS name 'purplish black' (level 3).	ISCCNBS:L3_235
brun pourpre	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	22	corpus	French 'brun pourpre' read as English 'purplish brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'purplish').	ISCCNBS:L1_004
gris blanchâtre	fr	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|translation	22	corpus	French 'gris blanchâtre' read as English 'whitish gray'. Modifier 'whitish' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'gray'.	ISCCNBS:L1_012
creamish	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	RELATED	botanical_colour_name	ish_tendency	EVID:NIST_SP440	89	no_botanical_source_tier_general|single_source_lifted_to_level2	21	corpus	Tendency form of 'cream'. Documented senses fall in ISCC-NBS block(s) 89; lowest covering backbone class is level 2 'yellow'. PDF p.140 Sense tier used: general (1 sense(s)); all sources give blocks 89 90 92. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_010
pale red	en	FLOPO:0988044	light grayish red	3	NARROW	botanical_colour_name	iscc_gloss	EVID:NIST_CENTROIDS		b3_pale_gloss_narrow	21	PATO exact synonym|corpus	Not a literal ISCC-NBS name; Kelly (1958) glosses 'pale' as 'light grayish', giving block 'light grayish red'. Curator decision B3 (2026-09-18): 'pale X' is EXACT only where ISCC-NBS itself names the block that way; otherwise NARROW.	ISCCNBS:L3_018
gris argenté	fr	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	21	corpus	French 'gris argenté' read as English 'silver gray'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'silver').	ISCCNBS:L1_012
apricot	en	PATO:0104054	orange yellow	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	68	single_source_lifted_to_level2	20	corpus	Documented senses fall in ISCC-NBS block(s) 68; lowest covering backbone class is level 2 'orange yellow'. PDF p.122 Sense tier used: botanical (1 sense(s)); all sources give blocks 50 52 53 68. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_008
dull orange	en	FLOPO:0988016	orange (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	20	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'orange'.	ISCCNBS:L2_006
ochreous	en	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	28 29 50 53 68 69 72	crosses_level1	20	corpus	Lexical equivalent of 'ochre'. Documented senses span ISCC-NBS block(s) 28 29 50 53 68 69 72 across level-1 categories orange, pink, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.165 Sense tier used: botanical (1 sense(s)); all sources give blocks 28 29 50 51 53 57 67 68 69 71 72 73 74 83 84 86 87.	ISCCNBS:L1_005
reddish pink	en	FLOPO:0988000	pink	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	20	botanical_terminology|corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'pink' class 'pink' (tending towards 'reddish').	ISCCNBS:L1_001
salmon pink	en	FLOPO:0988000	pink	1	RELATED	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	28 29 31 33 52 53 71 73 89	crosses_level1	20	corpus	Lexical equivalent of 'salmon'. Documented senses span ISCC-NBS block(s) 28 29 31 33 52 53 71 73 89 across level-1 categories orange, pink, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.179 Sense tier used: botanical (4 sense(s)); all sources give blocks 26 28 29 31 33 37 52 53 71 73 89.	ISCCNBS:L1_001
brun ferrugineux	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	20	corpus	French 'brun ferrugineux' read as English 'ferruginous brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'ferruginous').	ISCCNBS:L1_004
brun gris	fr	FLOPO:0988086	grayish brown	3	EXACT	botanical_colour_name	translation	EVID:NIST_SP440		translation|compound_reordered	20	corpus	French 'brun gris' read as English 'grayish brown'. Literal ISCC-NBS name 'grayish brown' (level 3).	ISCCNBS:L3_061
écarlate	fr	FLOPO:0988001	red	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	11 35	crosses_level1|translation	20	corpus	French 'écarlate' read as English 'scarlet'. Documented senses span ISCC-NBS block(s) 11 35 across level-1 categories orange, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.180 Sense tier used: botanical (4 sense(s)); all sources give blocks 3 11 12 15 34 35.	ISCCNBS:L1_002
bright blue	en	FLOPO:0988025	blue (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	19	PATO related synonym|corpus	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'blue'.	ISCCNBS:L2_020
brown black	en	FLOPO:0988090	brownish black	3	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			19	corpus	'-ish' variant of the ISCC-NBS name 'brownish black' (level 3).	ISCCNBS:L3_065
carmine	en	FLOPO:0988038	vivid red	3	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	11		19	botanical_terminology|corpus	Documented senses fall in ISCC-NBS block(s) 11; lowest covering backbone class is level 3 'vivid red'. PDF p.135 Sense tier used: botanical (2 sense(s)); all sources give blocks 1 2 3 6 11 12 13 15 19 254 255 256 258.	ISCCNBS:L3_011
castaneous	en	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	43 44 46 47	multi_block	19	botanical_terminology|corpus	Lexical equivalent of 'chestnut'. Documented senses fall in ISCC-NBS block(s) 43 44 46 47; lowest covering backbone class is level 2 'reddish brown'. M synonyms: Brown Bay, Brownstone, Castaneous, Marone, Marron, Marrone; PDF p.137 Sense tier used: botanical (4 sense(s)); all sources give blocks 43 44 46 47 61.	ISCCNBS:L2_005
gray white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	19	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'white' class 'white' (tending towards 'gray').	ISCCNBS:L1_011
pale buff	en	PATO:0104054	orange yellow	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|no_botanical_source_tier_general|single_source_lifted_to_level2	19	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'buff'.	ISCCNBS:L2_008
pale cream	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|no_botanical_source_tier_general|single_source_lifted_to_level2	19	FLOPO value label|corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'cream'.	ISCCNBS:L2_010
pale yellow brown	en	FLOPO:0988104	light grayish yellowish brown	3	NARROW	botanical_colour_name	iscc_gloss	EVID:NIST_CENTROIDS		b3_pale_gloss_narrow	19	corpus	Not a literal ISCC-NBS name; Kelly (1958) glosses 'pale' as 'light grayish', giving block 'light grayish yellowish brown'. Curator decision B3 (2026-09-18): 'pale X' is EXACT only where ISCC-NBS itself names the block that way; otherwise NARROW.	ISCCNBS:L3_079
salmon	en	FLOPO:0988000	pink	1	RELATED	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	28 29 31 33 52 53 71 73 89	crosses_level1	19	PATO exact synonym|PATO label|botanical_terminology|corpus	Documented senses span ISCC-NBS block(s) 28 29 31 33 52 53 71 73 89 across level-1 categories orange, pink, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.179 Sense tier used: botanical (4 sense(s)); all sources give blocks 26 28 29 31 33 37 52 53 71 73 89.	ISCCNBS:L1_001
bleuté	fr	FLOPO:0988007	blue	1	RELATED	botanical_colour_name	ish_tendency	EVID:NIST_SP440		translation	19	corpus	French 'bleuté' read as English 'bluish'. Hue-tendency adjective; ISCC-NBS uses 'bluish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'blue', not a block.	ISCCNBS:L1_009
brun roussâtre	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	19	corpus	French 'brun roussâtre' read as English 'rufous brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'rufous').	ISCCNBS:L1_004
vermillon	fr	FLOPO:0988001	red	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	11 34	crosses_level1|translation	19	corpus	French 'vermillon' read as English 'vermilion'. Documented senses span ISCC-NBS block(s) 11 34 across level-1 categories orange, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.187 Sense tier used: botanical (1 sense(s)); all sources give blocks 6 11 12 15 18 19 26 27 30 34 35 36 37 38.	ISCCNBS:L1_002
dark gray brown	en	FLOPO:0988087	dark grayish brown	3	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			18	corpus	'-ish' variant of the ISCC-NBS name 'dark grayish brown' (level 3).	ISCCNBS:L3_062
dark reddish	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	18	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'reddish'.	ISCCNBS:L1_002
greenish purple	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	18	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'greenish').	ISCCNBS:L1_010
shiny brown	en	FLOPO:0988017	brown (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	18	corpus	Modifier 'shiny' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brown'.	ISCCNBS:L2_007
yellowish cream	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	compound_head			compound_head_rule	18	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'cream' class 'yellow' (tending towards 'yellowish').	ISCCNBS:L2_010
brun rosé	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	18	corpus	French 'brun rosé' read as English 'pinkish brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'pinkish').	ISCCNBS:L1_004
brun vert	fr	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	18	corpus	French 'brun vert' read as English 'greenish brown'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'greenish').	ISCCNBS:L1_004
vert blanchâtre	fr	FLOPO:0988023	green (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym|translation	18	corpus	French 'vert blanchâtre' read as English 'whitish green'. Modifier 'whitish' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'green'.	ISCCNBS:L2_017
vert olivâtre	fr	FLOPO:0988006	green	1	NARROW	botanical_colour_name	compound_head			components_cross_level1|compound_head_rule|translation	18	corpus	French 'vert olivâtre' read as English 'olivaceous green'. Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'green' class 'green' (tending towards 'olivaceous').	ISCCNBS:L1_008
dull purplish	en	FLOPO:0988008	purple	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	17	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'purplish'.	ISCCNBS:L1_010
glaucous green	en	FLOPO:0988006	green	1	NARROW	botanical_colour_name	compound_head			compound_head_rule	17	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'green' class 'green' (tending towards 'glaucous').	ISCCNBS:L1_008
green black	en	FLOPO:0988175	greenish black	3	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			17	corpus	'-ish' variant of the ISCC-NBS name 'greenish black' (level 3).	ISCCNBS:L3_157
lavender	en	FLOPO:0988027	violet	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	209 213	multi_block	17	botanical_terminology|corpus	Documented senses fall in ISCC-NBS block(s) 209 213; lowest covering backbone class is level 2 'violet'. PDF p.158 Sense tier used: botanical (1 sense(s)); all sources give blocks 209 213 222 223 227.	ISCCNBS:L2_022
lemon	en	FLOPO:0988004	yellow	1	NARROW	botanical_colour_name	vernacular	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912	82 98 99	multi_block	17	PATO exact synonym|botanical_terminology|corpus	Documented senses fall in ISCC-NBS block(s) 82 98 99; lowest covering backbone class is level 1 'yellow'. PDF p.158 Sense tier used: botanical (3 sense(s)); all sources give blocks 82 83 84 85 86 87 97 98 99 100.	ISCCNBS:L1_005
pale pinkish brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	17	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pinkish brown'.	ISCCNBS:L1_004
pale straw	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912		degree_modifier|multi_block	17	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'straw'.	ISCCNBS:L2_010
shining brown	en	FLOPO:0988017	brown (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	17	corpus	Modifier 'shining' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brown'.	ISCCNBS:L2_007
