# Colour crosswalk for the extraction pipeline (generated by tools/build_flopo_colour_backbone.py; do not edit).
# canonical_id is the colour FLOPO uses in logical axioms for source_id; rows with eq_axiom=SubClassOf generalise the source and never define an EquivalentTo class.
source_id	source_label	source_status	word_scope	backbone_id	backbone_label	canonical_id	eq_axiom
FLOPO_0980590	scarlet sensu Saccardo (1891)	flopo_obsolete	RELATED	FLOPO_0988001	red	PATO_0000014	SubClassOf
FLOPO_0980591	scarlet sensu Ridgway (1912)	flopo_obsolete	NARROW	FLOPO_0988061	strong reddish orange	FLOPO_0988061	SubClassOf
FLOPO_0980592	scarlet sensu Wilson Horticultural Colour Chart (1938/1940)	flopo_obsolete	NARROW	FLOPO_0988038	vivid red	FLOPO_0988038	SubClassOf
FLOPO_0980593	lemon yellow sensu Saccardo (1891)	flopo_obsolete	RELATED	FLOPO_0988004	yellow	PATO_0000014	SubClassOf
FLOPO_0980594	lemon yellow sensu Ridgway (1912)	flopo_obsolete	NARROW	PATO_0104013	greenish yellow	PATO_0104013	SubClassOf
FLOPO_0980595	mahogany red sensu Ridgway (1912)	flopo_obsolete	NARROW	FLOPO_0988069	moderate reddish brown	FLOPO_0988069	SubClassOf
FLOPO_0980596	salmon colour sensu Saccardo (1891)	flopo_obsolete	RELATED	FLOPO_0988000	pink	PATO_0000014	SubClassOf
FLOPO_0980597	salmon colour sensu Ridgway (1912)	flopo_obsolete	RELATED	FLOPO_0988000	pink	PATO_0000014	SubClassOf
FLOPO_0980598	chestnut colour sensu Saccardo (1891)	flopo_obsolete	RELATED	PATO_0001287	reddish brown	PATO_0000014	SubClassOf
FLOPO_0980599	chestnut sensu Ridgway (1912)	flopo_obsolete	NARROW	FLOPO_0988069	moderate reddish brown	FLOPO_0988069	SubClassOf
FLOPO_0980600	chestnut-brown sensu Ridgway (1912)	flopo_obsolete	NARROW	PATO_0001287	reddish brown	PATO_0001287	SubClassOf
FLOPO_0980601	chocolate brown sensu Saccardo (1891)	flopo_obsolete	RELATED	FLOPO_0988072	grayish reddish brown	PATO_0000014	SubClassOf
FLOPO_0980602	chocolate sensu Ridgway (1912)	flopo_obsolete	NARROW	FLOPO_0988072	grayish reddish brown	FLOPO_0988072	SubClassOf
FLOPO_0980603	olive-green sensu Saccardo (1891)	flopo_obsolete	RELATED	FLOPO_0988005	olive	PATO_0000014	SubClassOf
FLOPO_0980604	olive sensu Ridgway (1912)	flopo_obsolete	NARROW	FLOPO_0988021	olive (ISCC-NBS level 2)	FLOPO_0988021	SubClassOf
FLOPO_0980605	olive-green sensu Ridgway (1912)	flopo_obsolete	NARROW	FLOPO_0988130	moderate olive	FLOPO_0988130	SubClassOf
FLOPO_0980606	rose colour sensu Saccardo (1891)	flopo_obsolete	RELATED	FLOPO_0988000	pink	PATO_0000014	SubClassOf
FLOPO_0980607	rose color sensu Ridgway (1912)	flopo_obsolete	RELATED	FLOPO_0988000	pink	PATO_0000014	SubClassOf
FLOPO_0980608	rose pink sensu Ridgway (1912)	flopo_obsolete	NARROW	FLOPO_0988261	light purplish pink	FLOPO_0988261	SubClassOf
FLOPO_0980609	straw colour sensu Saccardo (1891)	flopo_obsolete	RELATED	FLOPO_0988019	yellow (ISCC-NBS level 2)	PATO_0000014	SubClassOf
FLOPO_0980610	straw yellow sensu Ridgway (1912)	flopo_obsolete	NARROW	FLOPO_0988110	light yellow	FLOPO_0988110	SubClassOf
PATO_0000317	black	pato_live	EXACT	FLOPO_0988011	black	FLOPO_0988011	EquivalentTo
PATO_0000318	blue	pato_live	EXACT	FLOPO_0988007	blue	FLOPO_0988007	EquivalentTo
PATO_0000319	cyan	pato_live	RELATED	FLOPO_0988006	green	PATO_0000319	EquivalentTo
PATO_0000320	green	pato_live	EXACT	FLOPO_0988006	green	FLOPO_0988006	EquivalentTo
PATO_0000321	magenta	pato_live	RELATED	FLOPO_0988001	red	PATO_0000321	EquivalentTo
PATO_0000322	red	pato_live	EXACT	FLOPO_0988001	red	FLOPO_0988001	EquivalentTo
PATO_0000323	white	pato_live	EXACT	FLOPO_0988009	white	FLOPO_0988009	EquivalentTo
PATO_0000324	yellow	pato_live	EXACT	FLOPO_0988004	yellow	FLOPO_0988004	EquivalentTo
PATO_0000336	colored	pato_live				PATO_0000336	EquivalentTo
PATO_0000950	grey	pato_live	EXACT	FLOPO_0988010	gray	FLOPO_0988010	EquivalentTo
PATO_0000951	purple	pato_live	EXACT	FLOPO_0988008	purple	FLOPO_0988008	EquivalentTo
PATO_0000952	brown	pato_live	EXACT	FLOPO_0988003	brown	FLOPO_0988003	EquivalentTo
PATO_0000953	orange	pato_live	EXACT	FLOPO_0988002	orange	FLOPO_0988002	EquivalentTo
PATO_0000954	pink	pato_live	EXACT	FLOPO_0988000	pink	FLOPO_0988000	EquivalentTo
PATO_0001243	light blue	pato_live	EXACT	FLOPO_0988198	light blue	FLOPO_0988198	EquivalentTo
PATO_0001244	dark blue	pato_live	EXACT	FLOPO_0988200	dark blue	FLOPO_0988200	EquivalentTo
PATO_0001245	dark brown	pato_live	EXACT	FLOPO_0988084	dark brown	FLOPO_0988084	EquivalentTo
PATO_0001246	light brown	pato_live	EXACT	FLOPO_0988082	light brown	FLOPO_0988082	EquivalentTo
PATO_0001247	light cyan	pato_live	RELATED	FLOPO_0988006	green	PATO_0001247	EquivalentTo
PATO_0001248	dark cyan	pato_live	RELATED	FLOPO_0988006	green	PATO_0001248	EquivalentTo
PATO_0001250	light green	pato_live	EXACT	FLOPO_0988166	light green	FLOPO_0988166	EquivalentTo
PATO_0001251	dark grey	pato_live	EXACT	FLOPO_0988275	dark gray	FLOPO_0988275	EquivalentTo
PATO_0001252	light grey	pato_live	EXACT	FLOPO_0988273	light gray	FLOPO_0988273	EquivalentTo
PATO_0001253	light magenta	pato_live	RELATED	FLOPO_0988001	red	PATO_0001253	EquivalentTo
PATO_0001254	dark magenta	pato_live	RELATED	FLOPO_0988001	red	PATO_0001254	EquivalentTo
PATO_0001255	light orange	pato_live	EXACT	FLOPO_0988077	light orange	FLOPO_0988077	EquivalentTo
PATO_0001256	dark orange	pato_live	NARROW	FLOPO_0988016	orange (ISCC-NBS level 2)	PATO_0001256	EquivalentTo
PATO_0001257	light deep pink	pato_live	NARROW	FLOPO_0988032	deep pink	PATO_0001257	EquivalentTo
PATO_0001258	deep pink	pato_live	EXACT	FLOPO_0988032	deep pink	FLOPO_0988032	EquivalentTo
PATO_0001259	dark purple	pato_live	EXACT	FLOPO_0988237	dark purple	FLOPO_0988237	EquivalentTo
PATO_0001260	light purple	pato_live	EXACT	FLOPO_0988235	light purple	FLOPO_0988235	EquivalentTo
PATO_0001261	dark red	pato_live	EXACT	FLOPO_0988042	dark red	FLOPO_0988042	EquivalentTo
PATO_0001262	light red	pato_live	NARROW	FLOPO_0988013	red (ISCC-NBS level 2)	PATO_0001262	EquivalentTo
PATO_0001263	dark yellow	pato_live	EXACT	FLOPO_0988112	dark yellow	FLOPO_0988112	EquivalentTo
PATO_0001264	light yellow	pato_live	EXACT	FLOPO_0988110	light yellow	FLOPO_0988110	EquivalentTo
PATO_0001265	saturated blue	pato_live	NARROW	FLOPO_0988025	blue (ISCC-NBS level 2)	PATO_0001265	EquivalentTo
PATO_0001266	desaturated blue	pato_live	NARROW	FLOPO_0988025	blue (ISCC-NBS level 2)	PATO_0001266	EquivalentTo
PATO_0001267	saturated brown	pato_live	NARROW	FLOPO_0988017	brown (ISCC-NBS level 2)	PATO_0001267	EquivalentTo
PATO_0001268	desaturated brown	pato_live	NARROW	FLOPO_0988017	brown (ISCC-NBS level 2)	PATO_0001268	EquivalentTo
PATO_0001269	saturated cyan	pato_live	RELATED	FLOPO_0988006	green	PATO_0001269	EquivalentTo
PATO_0001270	desaturated cyan	pato_live	RELATED	FLOPO_0988006	green	PATO_0001270	EquivalentTo
PATO_0001271	saturated green	pato_live	NARROW	FLOPO_0988023	green (ISCC-NBS level 2)	PATO_0001271	EquivalentTo
PATO_0001272	desaturated green	pato_live	NARROW	FLOPO_0988023	green (ISCC-NBS level 2)	PATO_0001272	EquivalentTo
PATO_0001275	saturated magenta	pato_live	RELATED	FLOPO_0988001	red	PATO_0001275	EquivalentTo
PATO_0001276	desaturated magenta	pato_live	RELATED	FLOPO_0988001	red	PATO_0001276	EquivalentTo
PATO_0001277	saturated orange	pato_live	NARROW	FLOPO_0988016	orange (ISCC-NBS level 2)	PATO_0001277	EquivalentTo
PATO_0001278	desaturated orange	pato_live	NARROW	FLOPO_0988016	orange (ISCC-NBS level 2)	PATO_0001278	EquivalentTo
PATO_0001280	dark pale pink	pato_live	NARROW	FLOPO_0988035	pale pink	PATO_0001280	EquivalentTo
PATO_0001281	saturated purple	pato_live	NARROW	FLOPO_0988028	purple (ISCC-NBS level 2)	PATO_0001281	EquivalentTo
PATO_0001282	desaturated purple	pato_live	NARROW	FLOPO_0988028	purple (ISCC-NBS level 2)	PATO_0001282	EquivalentTo
PATO_0001283	saturated red	pato_live	NARROW	FLOPO_0988013	red (ISCC-NBS level 2)	PATO_0001283	EquivalentTo
PATO_0001284	desaturated red	pato_live	NARROW	FLOPO_0988013	red (ISCC-NBS level 2)	PATO_0001284	EquivalentTo
PATO_0001285	saturated yellow	pato_live	NARROW	FLOPO_0988019	yellow (ISCC-NBS level 2)	PATO_0001285	EquivalentTo
PATO_0001286	desaturated yellow	pato_live	NARROW	FLOPO_0988019	yellow (ISCC-NBS level 2)	PATO_0001286	EquivalentTo
PATO_0001288	dark red brown	pato_live	EXACT	FLOPO_0988070	dark reddish brown	FLOPO_0988070	EquivalentTo
PATO_0001289	light red brown	pato_live	EXACT	FLOPO_0988068	light reddish brown	FLOPO_0988068	EquivalentTo
PATO_0001302	vermilion	pato_live	RELATED	FLOPO_0988001	red	PATO_0001302	EquivalentTo
PATO_0001424	violet	pato_live	EXACT	FLOPO_0988027	violet	FLOPO_0988027	EquivalentTo
PATO_0001425	rose colour	pato_live	RELATED	FLOPO_0988000	pink	PATO_0001425	EquivalentTo
PATO_0001426	maroon	pato_live	RELATED	FLOPO_0988001	red	PATO_0001426	EquivalentTo
PATO_0001702	saturated violet	pato_live	NARROW	FLOPO_0988027	violet	PATO_0001702	EquivalentTo
PATO_0001703	desaturated violet	pato_live	NARROW	FLOPO_0988027	violet	PATO_0001703	EquivalentTo
PATO_0001704	light violet	pato_live	EXACT	FLOPO_0988224	light violet	FLOPO_0988224	EquivalentTo
PATO_0001705	dark violet	pato_live	EXACT	FLOPO_0988226	dark violet	FLOPO_0988226	EquivalentTo
PATO_0001942	brown green	pato_live	NARROW	FLOPO_0988006	green	PATO_0001942	EquivalentTo
PATO_0001943	lilac	pato_live	RELATED	FLOPO_0988008	purple	PATO_0001943	EquivalentTo
PATO_0001944	yellow orange	pato_live	NARROW	FLOPO_0988002	orange	PATO_0001944	EquivalentTo
PATO_0001945	ochre	pato_live	RELATED	FLOPO_0988004	yellow	PATO_0001945	EquivalentTo
PATO_0002020	pale pink	pato_live	EXACT	FLOPO_0988035	pale pink	FLOPO_0988035	EquivalentTo
PATO_0002363	bronze	pato_live	RELATED	FLOPO_0988018	yellowish brown	PATO_0002363	EquivalentTo
PATO_0002410	beige	pato_live	NARROW	FLOPO_0988019	yellow (ISCC-NBS level 2)	PATO_0002410	EquivalentTo
PATO_0002411	yellow brown	pato_live	EXACT	FLOPO_0988018	yellowish brown	FLOPO_0988018	EquivalentTo
PATO_0002412	dark yellow brown	pato_live	EXACT	FLOPO_0988103	dark yellowish brown	FLOPO_0988103	EquivalentTo
PATO_0002413	light yellow brown	pato_live	EXACT	FLOPO_0988101	light yellowish brown	FLOPO_0988101	EquivalentTo
PATO_0104031	cream	pato_live	NARROW	FLOPO_0988019	yellow (ISCC-NBS level 2)	PATO_0104031	EquivalentTo
PATO_0104112	orange red	pato_live	NARROW	FLOPO_0988001	red	PATO_0104112	EquivalentTo
PATO_0104314	crimson	pato_withdrawn	NARROW	FLOPO_0988001	red	FLOPO_0988001	SubClassOf
PATO_0104317	scarlet	pato_withdrawn	RELATED	FLOPO_0988001	red	PATO_0000014	SubClassOf
PATO_0104321	lemon yellow	pato_withdrawn	NARROW	FLOPO_0988004	yellow	FLOPO_0988004	SubClassOf
PATO_0104324	mahogany red	pato_withdrawn	NARROW	PATO_0001287	reddish brown	PATO_0001287	SubClassOf
PATO_0104326	salmon colour	pato_withdrawn	RELATED	FLOPO_0988000	pink	PATO_0000014	SubClassOf
PATO_0104329	chestnut colour	pato_withdrawn	NARROW	PATO_0001287	reddish brown	PATO_0001287	SubClassOf
PATO_0104333	chocolate brown	pato_withdrawn	NARROW	FLOPO_0988072	grayish reddish brown	FLOPO_0988072	SubClassOf
PATO_0104336	olive colour	pato_withdrawn	EXACT	FLOPO_0988005	olive	FLOPO_0988005	EquivalentTo
PATO_0104343	straw yellow	pato_withdrawn	NARROW	FLOPO_0988019	yellow (ISCC-NBS level 2)	FLOPO_0988019	SubClassOf
FLOPO_0988000	pink	backbone	EXACT	FLOPO_0988000	pink	FLOPO_0988000	EquivalentTo
FLOPO_0988001	red	backbone	EXACT	FLOPO_0988001	red	FLOPO_0988001	EquivalentTo
FLOPO_0988002	orange	backbone	EXACT	FLOPO_0988002	orange	FLOPO_0988002	EquivalentTo
FLOPO_0988003	brown	backbone	EXACT	FLOPO_0988003	brown	FLOPO_0988003	EquivalentTo
FLOPO_0988004	yellow	backbone	EXACT	FLOPO_0988004	yellow	FLOPO_0988004	EquivalentTo
FLOPO_0988005	olive	backbone	EXACT	FLOPO_0988005	olive	FLOPO_0988005	EquivalentTo
FLOPO_0988006	green	backbone	EXACT	FLOPO_0988006	green	FLOPO_0988006	EquivalentTo
FLOPO_0988007	blue	backbone	EXACT	FLOPO_0988007	blue	FLOPO_0988007	EquivalentTo
FLOPO_0988008	purple	backbone	EXACT	FLOPO_0988008	purple	FLOPO_0988008	EquivalentTo
FLOPO_0988009	white	backbone	EXACT	FLOPO_0988009	white	FLOPO_0988009	EquivalentTo
FLOPO_0988010	gray	backbone	EXACT	FLOPO_0988010	gray	FLOPO_0988010	EquivalentTo
FLOPO_0988011	black	backbone	EXACT	FLOPO_0988011	black	FLOPO_0988011	EquivalentTo
FLOPO_0988012	pink (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988012	pink (ISCC-NBS level 2)	FLOPO_0988012	EquivalentTo
FLOPO_0988013	red (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988013	red (ISCC-NBS level 2)	FLOPO_0988013	EquivalentTo
FLOPO_0988014	yellowish pink	backbone	EXACT	FLOPO_0988014	yellowish pink	FLOPO_0988014	EquivalentTo
FLOPO_0988015	reddish orange	backbone	EXACT	FLOPO_0988015	reddish orange	FLOPO_0988015	EquivalentTo
FLOPO_0988016	orange (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988016	orange (ISCC-NBS level 2)	FLOPO_0988016	EquivalentTo
FLOPO_0988017	brown (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988017	brown (ISCC-NBS level 2)	FLOPO_0988017	EquivalentTo
FLOPO_0988018	yellowish brown	backbone	EXACT	FLOPO_0988018	yellowish brown	FLOPO_0988018	EquivalentTo
FLOPO_0988019	yellow (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988019	yellow (ISCC-NBS level 2)	FLOPO_0988019	EquivalentTo
FLOPO_0988020	olive brown	backbone	EXACT	FLOPO_0988020	olive brown	FLOPO_0988020	EquivalentTo
FLOPO_0988021	olive (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988021	olive (ISCC-NBS level 2)	FLOPO_0988021	EquivalentTo
FLOPO_0988022	olive green	backbone	EXACT	FLOPO_0988022	olive green	FLOPO_0988022	EquivalentTo
FLOPO_0988023	green (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988023	green (ISCC-NBS level 2)	FLOPO_0988023	EquivalentTo
FLOPO_0988024	greenish blue	backbone	EXACT	FLOPO_0988024	greenish blue	FLOPO_0988024	EquivalentTo
FLOPO_0988025	blue (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988025	blue (ISCC-NBS level 2)	FLOPO_0988025	EquivalentTo
FLOPO_0988026	purplish blue	backbone	EXACT	FLOPO_0988026	purplish blue	FLOPO_0988026	EquivalentTo
FLOPO_0988027	violet	backbone	EXACT	FLOPO_0988027	violet	FLOPO_0988027	EquivalentTo
FLOPO_0988028	purple (ISCC-NBS level 2)	backbone	EXACT	FLOPO_0988028	purple (ISCC-NBS level 2)	FLOPO_0988028	EquivalentTo
FLOPO_0988029	purplish pink	backbone	EXACT	FLOPO_0988029	purplish pink	FLOPO_0988029	EquivalentTo
FLOPO_0988030	vivid pink	backbone	EXACT	FLOPO_0988030	vivid pink	FLOPO_0988030	EquivalentTo
FLOPO_0988031	strong pink	backbone	EXACT	FLOPO_0988031	strong pink	FLOPO_0988031	EquivalentTo
FLOPO_0988032	deep pink	backbone	EXACT	FLOPO_0988032	deep pink	FLOPO_0988032	EquivalentTo
FLOPO_0988033	light pink	backbone	EXACT	FLOPO_0988033	light pink	FLOPO_0988033	EquivalentTo
FLOPO_0988034	moderate pink	backbone	EXACT	FLOPO_0988034	moderate pink	FLOPO_0988034	EquivalentTo
FLOPO_0988035	pale pink	backbone	EXACT	FLOPO_0988035	pale pink	FLOPO_0988035	EquivalentTo
FLOPO_0988036	grayish pink	backbone	EXACT	FLOPO_0988036	grayish pink	FLOPO_0988036	EquivalentTo
FLOPO_0988037	pinkish gray	backbone	EXACT	FLOPO_0988037	pinkish gray	FLOPO_0988037	EquivalentTo
FLOPO_0988038	vivid red	backbone	EXACT	FLOPO_0988038	vivid red	FLOPO_0988038	EquivalentTo
FLOPO_0988039	strong red	backbone	EXACT	FLOPO_0988039	strong red	FLOPO_0988039	EquivalentTo
FLOPO_0988040	very deep red	backbone	EXACT	FLOPO_0988040	very deep red	FLOPO_0988040	EquivalentTo
FLOPO_0988041	moderate red	backbone	EXACT	FLOPO_0988041	moderate red	FLOPO_0988041	EquivalentTo
FLOPO_0988042	dark red	backbone	EXACT	FLOPO_0988042	dark red	FLOPO_0988042	EquivalentTo
FLOPO_0988043	very dark red	backbone	EXACT	FLOPO_0988043	very dark red	FLOPO_0988043	EquivalentTo
FLOPO_0988044	light grayish red	backbone	EXACT	FLOPO_0988044	light grayish red	FLOPO_0988044	EquivalentTo
FLOPO_0988045	grayish red	backbone	EXACT	FLOPO_0988045	grayish red	FLOPO_0988045	EquivalentTo
FLOPO_0988046	dark grayish red	backbone	EXACT	FLOPO_0988046	dark grayish red	FLOPO_0988046	EquivalentTo
FLOPO_0988047	blackish red	backbone	EXACT	FLOPO_0988047	blackish red	FLOPO_0988047	EquivalentTo
FLOPO_0988048	reddish gray	backbone	EXACT	FLOPO_0988048	reddish gray	FLOPO_0988048	EquivalentTo
FLOPO_0988049	dark reddish gray	backbone	EXACT	FLOPO_0988049	dark reddish gray	FLOPO_0988049	EquivalentTo
FLOPO_0988050	reddish black	backbone	EXACT	FLOPO_0988050	reddish black	FLOPO_0988050	EquivalentTo
FLOPO_0988051	vivid yellowish pink	backbone	EXACT	FLOPO_0988051	vivid yellowish pink	FLOPO_0988051	EquivalentTo
FLOPO_0988052	strong yellowish pink	backbone	EXACT	FLOPO_0988052	strong yellowish pink	FLOPO_0988052	EquivalentTo
FLOPO_0988053	deep yellowish pink	backbone	EXACT	FLOPO_0988053	deep yellowish pink	FLOPO_0988053	EquivalentTo
FLOPO_0988054	light yellowish pink	backbone	EXACT	FLOPO_0988054	light yellowish pink	FLOPO_0988054	EquivalentTo
FLOPO_0988055	moderate yellowish pink	backbone	EXACT	FLOPO_0988055	moderate yellowish pink	FLOPO_0988055	EquivalentTo
FLOPO_0988056	dark yellowish pink	backbone	EXACT	FLOPO_0988056	dark yellowish pink	FLOPO_0988056	EquivalentTo
FLOPO_0988057	pale yellowish pink	backbone	EXACT	FLOPO_0988057	pale yellowish pink	FLOPO_0988057	EquivalentTo
FLOPO_0988058	grayish yellowish pink	backbone	EXACT	FLOPO_0988058	grayish yellowish pink	FLOPO_0988058	EquivalentTo
FLOPO_0988059	brownish pink	backbone	EXACT	FLOPO_0988059	brownish pink	FLOPO_0988059	EquivalentTo
FLOPO_0988060	vivid reddish orange	backbone	EXACT	FLOPO_0988060	vivid reddish orange	FLOPO_0988060	EquivalentTo
FLOPO_0988061	strong reddish orange	backbone	EXACT	FLOPO_0988061	strong reddish orange	FLOPO_0988061	EquivalentTo
FLOPO_0988062	deep reddish orange	backbone	EXACT	FLOPO_0988062	deep reddish orange	FLOPO_0988062	EquivalentTo
FLOPO_0988063	moderate reddish orange	backbone	EXACT	FLOPO_0988063	moderate reddish orange	FLOPO_0988063	EquivalentTo
FLOPO_0988064	dark reddish orange	backbone	EXACT	FLOPO_0988064	dark reddish orange	FLOPO_0988064	EquivalentTo
FLOPO_0988065	grayish reddish orange	backbone	EXACT	FLOPO_0988065	grayish reddish orange	FLOPO_0988065	EquivalentTo
FLOPO_0988066	strong reddish brown	backbone	EXACT	FLOPO_0988066	strong reddish brown	FLOPO_0988066	EquivalentTo
FLOPO_0988067	deep reddish brown	backbone	EXACT	FLOPO_0988067	deep reddish brown	FLOPO_0988067	EquivalentTo
FLOPO_0988068	light reddish brown	backbone	EXACT	FLOPO_0988068	light reddish brown	FLOPO_0988068	EquivalentTo
FLOPO_0988069	moderate reddish brown	backbone	EXACT	FLOPO_0988069	moderate reddish brown	FLOPO_0988069	EquivalentTo
FLOPO_0988070	dark reddish brown	backbone	EXACT	FLOPO_0988070	dark reddish brown	FLOPO_0988070	EquivalentTo
FLOPO_0988071	light grayish reddish brown	backbone	EXACT	FLOPO_0988071	light grayish reddish brown	FLOPO_0988071	EquivalentTo
FLOPO_0988072	grayish reddish brown	backbone	EXACT	FLOPO_0988072	grayish reddish brown	FLOPO_0988072	EquivalentTo
FLOPO_0988073	dark grayish reddish brown	backbone	EXACT	FLOPO_0988073	dark grayish reddish brown	FLOPO_0988073	EquivalentTo
FLOPO_0988074	vivid orange	backbone	EXACT	FLOPO_0988074	vivid orange	FLOPO_0988074	EquivalentTo
FLOPO_0988075	brilliant orange	backbone	EXACT	FLOPO_0988075	brilliant orange	FLOPO_0988075	EquivalentTo
FLOPO_0988076	strong orange	backbone	EXACT	FLOPO_0988076	strong orange	FLOPO_0988076	EquivalentTo
FLOPO_0988077	light orange	backbone	EXACT	FLOPO_0988077	light orange	FLOPO_0988077	EquivalentTo
FLOPO_0988078	moderate orange	backbone	EXACT	FLOPO_0988078	moderate orange	FLOPO_0988078	EquivalentTo
FLOPO_0988079	brownish orange	backbone	EXACT	FLOPO_0988079	brownish orange	FLOPO_0988079	EquivalentTo
FLOPO_0988080	strong brown	backbone	EXACT	FLOPO_0988080	strong brown	FLOPO_0988080	EquivalentTo
FLOPO_0988081	deep brown	backbone	EXACT	FLOPO_0988081	deep brown	FLOPO_0988081	EquivalentTo
FLOPO_0988082	light brown	backbone	EXACT	FLOPO_0988082	light brown	FLOPO_0988082	EquivalentTo
FLOPO_0988083	moderate brown	backbone	EXACT	FLOPO_0988083	moderate brown	FLOPO_0988083	EquivalentTo
FLOPO_0988084	dark brown	backbone	EXACT	FLOPO_0988084	dark brown	FLOPO_0988084	EquivalentTo
FLOPO_0988085	light grayish brown	backbone	EXACT	FLOPO_0988085	light grayish brown	FLOPO_0988085	EquivalentTo
FLOPO_0988086	grayish brown	backbone	EXACT	FLOPO_0988086	grayish brown	FLOPO_0988086	EquivalentTo
FLOPO_0988087	dark grayish brown	backbone	EXACT	FLOPO_0988087	dark grayish brown	FLOPO_0988087	EquivalentTo
FLOPO_0988088	light brownish gray	backbone	EXACT	FLOPO_0988088	light brownish gray	FLOPO_0988088	EquivalentTo
FLOPO_0988089	brownish gray	backbone	EXACT	FLOPO_0988089	brownish gray	FLOPO_0988089	EquivalentTo
FLOPO_0988090	brownish black	backbone	EXACT	FLOPO_0988090	brownish black	FLOPO_0988090	EquivalentTo
FLOPO_0988091	vivid orange yellow	backbone	EXACT	FLOPO_0988091	vivid orange yellow	FLOPO_0988091	EquivalentTo
FLOPO_0988092	brilliant orange yellow	backbone	EXACT	FLOPO_0988092	brilliant orange yellow	FLOPO_0988092	EquivalentTo
FLOPO_0988093	strong orange yellow	backbone	EXACT	FLOPO_0988093	strong orange yellow	FLOPO_0988093	EquivalentTo
FLOPO_0988094	deep orange yellow	backbone	EXACT	FLOPO_0988094	deep orange yellow	FLOPO_0988094	EquivalentTo
FLOPO_0988095	light orange yellow	backbone	EXACT	FLOPO_0988095	light orange yellow	FLOPO_0988095	EquivalentTo
FLOPO_0988096	moderate orange yellow	backbone	EXACT	FLOPO_0988096	moderate orange yellow	FLOPO_0988096	EquivalentTo
FLOPO_0988097	dark orange yellow	backbone	EXACT	FLOPO_0988097	dark orange yellow	FLOPO_0988097	EquivalentTo
FLOPO_0988098	pale orange yellow	backbone	EXACT	FLOPO_0988098	pale orange yellow	FLOPO_0988098	EquivalentTo
FLOPO_0988099	strong yellowish brown	backbone	EXACT	FLOPO_0988099	strong yellowish brown	FLOPO_0988099	EquivalentTo
FLOPO_0988100	deep yellowish brown	backbone	EXACT	FLOPO_0988100	deep yellowish brown	FLOPO_0988100	EquivalentTo
FLOPO_0988101	light yellowish brown	backbone	EXACT	FLOPO_0988101	light yellowish brown	FLOPO_0988101	EquivalentTo
FLOPO_0988102	moderate yellowish brown	backbone	EXACT	FLOPO_0988102	moderate yellowish brown	FLOPO_0988102	EquivalentTo
FLOPO_0988103	dark yellowish brown	backbone	EXACT	FLOPO_0988103	dark yellowish brown	FLOPO_0988103	EquivalentTo
FLOPO_0988104	light grayish yellowish brown	backbone	EXACT	FLOPO_0988104	light grayish yellowish brown	FLOPO_0988104	EquivalentTo
FLOPO_0988105	grayish yellowish brown	backbone	EXACT	FLOPO_0988105	grayish yellowish brown	FLOPO_0988105	EquivalentTo
FLOPO_0988106	dark grayish yellowish brown	backbone	EXACT	FLOPO_0988106	dark grayish yellowish brown	FLOPO_0988106	EquivalentTo
FLOPO_0988107	vivid yellow	backbone	EXACT	FLOPO_0988107	vivid yellow	FLOPO_0988107	EquivalentTo
FLOPO_0988108	brilliant yellow	backbone	EXACT	FLOPO_0988108	brilliant yellow	FLOPO_0988108	EquivalentTo
FLOPO_0988109	strong yellow	backbone	EXACT	FLOPO_0988109	strong yellow	FLOPO_0988109	EquivalentTo
FLOPO_0988110	light yellow	backbone	EXACT	FLOPO_0988110	light yellow	FLOPO_0988110	EquivalentTo
FLOPO_0988111	moderate yellow	backbone	EXACT	FLOPO_0988111	moderate yellow	FLOPO_0988111	EquivalentTo
FLOPO_0988112	dark yellow	backbone	EXACT	FLOPO_0988112	dark yellow	FLOPO_0988112	EquivalentTo
FLOPO_0988113	pale yellow	backbone	EXACT	FLOPO_0988113	pale yellow	FLOPO_0988113	EquivalentTo
FLOPO_0988114	grayish yellow	backbone	EXACT	FLOPO_0988114	grayish yellow	FLOPO_0988114	EquivalentTo
FLOPO_0988115	dark grayish yellow	backbone	EXACT	FLOPO_0988115	dark grayish yellow	FLOPO_0988115	EquivalentTo
FLOPO_0988116	yellowish white	backbone	EXACT	FLOPO_0988116	yellowish white	FLOPO_0988116	EquivalentTo
FLOPO_0988117	yellowish gray	backbone	EXACT	FLOPO_0988117	yellowish gray	FLOPO_0988117	EquivalentTo
FLOPO_0988118	light olive brown	backbone	EXACT	FLOPO_0988118	light olive brown	FLOPO_0988118	EquivalentTo
FLOPO_0988119	moderate olive brown	backbone	EXACT	FLOPO_0988119	moderate olive brown	FLOPO_0988119	EquivalentTo
FLOPO_0988120	dark olive brown	backbone	EXACT	FLOPO_0988120	dark olive brown	FLOPO_0988120	EquivalentTo
