proposal_key	flopo_id	label	eq_signature	signature_sha256	campaign_id	item_id	consensus_signature_sha256	reviewer_ids	adjudicator_id	occurrence_count	admission_rule	curator_override
eqgap_d3a304668751ee64b0006824	FLOPO_0981033	anther red brown	EQ|PO_0009066|PATO_0001287	bd6869eee521128aad3444407706b32435a963a9e0308049a45815fe15e00124	campaign_b85f53253d0219787f3c0e40	cluster_8e46203b1560bf1a4eaf33e6	894c4456f18ad8e13487c76853eff806e20046015bc392e3796f386578b6d194	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	1	two_family_exact_agreement_adversarial_no_blocker	
eqgap_d4a9497044cec73521cf0721	FLOPO_0981034	anther orange yellow	EQ|PO_0009066|PATO_0104054	8e37f70ca76f59e3d38372393cdb14aa3f05b7114dab564212c30249b23c741d	campaign_b85f53253d0219787f3c0e40	cluster_fe4d476891c84fe9d82c8056	0f18e900e637524391e1e5987b9956bf58d56e4718ba19c9a369beafd02baddb	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	3	two_family_exact_agreement_adversarial_no_blocker	
eqgap_d7c1fdb4544aafe922aef447	FLOPO_0981035	petal yellow brown	EQ|PO_0009032|PATO_0002411	c126063898b0c26ad9dc15ceed924818857f22eac6c095a9807b8da8c26368a1	campaign_b85f53253d0219787f3c0e40	cluster_c234ad1b920fa2b6d62737f3	bb406bc3b98ecd225860480c490963e68344384170da8654e04e4436c31ee869	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	2	two_family_exact_agreement_adversarial_no_blocker	
eqgap_dbab7263b59af131226d35db	FLOPO_0981036	stipule red brown	EQ|PO_0020041|PATO_0001287	7e6832a5eb4d79504d7e4241674ddec6b280f769719c034d78969e66ff8994be	campaign_b85f53253d0219787f3c0e40	cluster_34c52962b14880478d4cc881	d0e6136125ca6f92e123a914cb34a12faac4c560019cac8a6c9360a21a16a11c	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	6	two_family_exact_agreement_adversarial_no_blocker	
eqgap_dc4073f119e05c56db084eea	FLOPO_0981037	branch yellowish green	EQ|PO_0025073|PATO_0104114	002c7db4adc52c377f24cb1e44d2441ff6a7fc38a826ce0fda3d2d39a442db72	campaign_b85f53253d0219787f3c0e40	cluster_d1ec175c880054dd1209c500	691ecc85966732ce9a2293623af87e03ef1c3487d7154cfe535d64dcf8b0a2ef	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	1	two_family_exact_agreement_adversarial_no_blocker	
eqgap_df896f030951d3cb720289f0	FLOPO_0981038	calyx olive colour	EQ|PO_0009060|PATO_0104336	cb499d1a6cd194efdb23dce7c23b25c0173ba961ac0341baeae36ecd7069731c	campaign_b85f53253d0219787f3c0e40	cluster_7280bb8bf2ce353f7214b5f9	6f3cd983e1a9c87cea2079445c8de17d0eb9258242b7ec29680eb7f19a006104	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	1	two_family_exact_agreement_adversarial_no_blocker	
eqgap_e5ff02820be3f1ebce0e1adc	FLOPO_0981039	aril orange yellow	EQ|PO_0009090|PATO_0104054	68f0a11f8752e4dabfbaed0b0e1a1e26f1f01d447b49634f257ddf23063e6688	campaign_b85f53253d0219787f3c0e40	cluster_3612b14500435f145585bead	018f47b7384dac1d1e7c0420c6db8dda2d2afa2f5439cd90c190dfcabde6acf7	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	1	two_family_exact_agreement_adversarial_no_blocker	
eqgap_edd72dfa2a2a687f6cb3e781	FLOPO_0981040	vascular leaf olive colour	EQ|PO_0009025|PATO_0104336	a91a64f98432393b71a84960aadb9c845bda1a84a9d7189a858a4fc63f9c5d08	campaign_b85f53253d0219787f3c0e40	cluster_e687993f00398589f275960d	42ca4f400587b06df3d908023ebe79885bdc669ca67652e021a926cf1f33c733	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	4	two_family_exact_agreement_adversarial_no_blocker	
eqgap_ee05bcd1398be1572d69cf4a	FLOPO_0981041	vascular leaf brown green	EQ|PO_0009025|PATO_0001942	82903a5e5e28475ea118609e9d969553cc20d7c60c040a26e69657e60b2217c2	campaign_b85f53253d0219787f3c0e40	cluster_f9f9efbbec473f8618645c18	523657f2c74862d69229b9d09b0582c8eba9630d25efef2024b93df21f7ebc5a	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	1	two_family_exact_agreement_adversarial_no_blocker	
eqgap_ef926f1bae6f17d83fe2b850	FLOPO_0981042	seed chocolate brown	EQ|PO_0009010|PATO_0104333	97ee3f4974a7b8848003dca3b3ba169f4c6c3378e754d0d49666cfbd295f4061	campaign_b85f53253d0219787f3c0e40	cluster_88269f132dd9dc313df38042	79adf31c662c663d98ab1b2ec677e459b89089c4201b4c2835ca86c90d09a10c	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	1	two_family_exact_agreement_adversarial_no_blocker	
eqgap_f88c4dcce501e3e774fce9a1	FLOPO_0981043	leaflet yellow green	EQ|PO_0020049|PATO_0001941	6c2cf88d38e700660c3267894409f63a7cccb62f24ee7a1b193d8e3b4e2ade54	campaign_b85f53253d0219787f3c0e40	cluster_73821e38359aae71a34c9dc8	bfbaa96a84294f2bb0cff99dbfb471400ef0b23f8054cd77aed30630245350d8	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	1	two_family_exact_agreement_adversarial_no_blocker	
eqgap_fa16ed2d358d765947b83e4c	FLOPO_0981044	stalk red brown	EQ|PO_0025066|PATO_0001287	c92b7147c15b3294dd74e5849020f608255889de6fb0e7dd2ce2078e93ec03be	campaign_b85f53253d0219787f3c0e40	cluster_cb024323cfa3498e7adda380	ea21884a82fe0b859b20c60c99aa974e44ccb420f9a6b1ed26dbcc6ed1de9493	reviewer_kimi_k3|reviewer_qwen_3_7_max	adversary_gpt_5_6_sol	2	two_family_exact_agreement_adversarial_no_blocker	
eqgap_01579cc522c604ec8db67e9b	FLOPO_0981045	corolla pale greenish yellow	EQ|PO_0009059|PATO_0104051	3359893d221791b14b64e45b953a709a7396595d860ae18b9f7926aa576b8d3a	campaign_b85f53253d0219787f3c0e40	cluster_0821346ce4b8054610ea3dba	b847c046d30bc03dbdf4ff59ceca033567e33627c6710e0cd9e410d967ac611f	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_075452a298a90577b04fe8b5	FLOPO_0981046	fruit chestnut colour	EQ|PO_0009001|PATO_0104329	f4fa898c3a83fd83c9d3212b4f0ff7a6dc390b24c7e48d4e638fe7bca8bdf43b	campaign_b85f53253d0219787f3c0e40	cluster_6dc02ef16db0ae5a86d2cc5d	3acd0aa2e0e08037c5a326be074711e0947fa4e03f530cf970a7eb62db2bba82	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_078a84ca8a502c8543859e0e	FLOPO_0981047	corolla greenish yellow	EQ|PO_0009059|PATO_0104013	b0129ed92a0fc1019ecc704980cc594e23fad82a288cd7e278c26b89b3a7b1dc	campaign_b85f53253d0219787f3c0e40	cluster_24f79c5d01f21a4b463c79f1	77c42b85f0977d282ea9f2ad4d91d386b582b4f36b213d771d66d29ce466ec22	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		9	two_of_three_exact_agreement	
eqgap_137acf5f1f861367b92f1472	FLOPO_0981048	fruit orange yellow	EQ|PO_0009001|PATO_0104054	b126695d597aeb6a1dd4ca65e871d1b2b8ca2f7a831df02699f2dc7987ded889	campaign_b85f53253d0219787f3c0e40	cluster_a71fb97afc1eeb6e69f37854	314ff809f4cc6e389d3671bd2dcc277a443b861536a07ceaf7f3a87d2291e4ef	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		4	two_of_three_exact_agreement	
eqgap_163e9a0bfcd83e6f637fa468	FLOPO_0981049	petal yellow orange	EQ|PO_0009032|PATO_0001944	227f589facde0524fc7c12b26b4103a1116b313b7c23f019cfcc5933dc318b62	campaign_b85f53253d0219787f3c0e40	cluster_041e93e66a72690a3bc07e74	f43641b3e748fc6686849fd7919397d83d7a777416b1f0f7cdac277b69998a87	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_18812d65763d4206035e6e52	FLOPO_0981050	branch olive colour	EQ|PO_0025073|PATO_0104336	5bae0a53069fe014b711a15695e741afaed3fccbfd7f63ae707f226558bedaa9	campaign_b85f53253d0219787f3c0e40	cluster_a399349f8789fecbdd6940e1	0b0be9e298e96b5f031987f1c3b7e3aca9492926e83ae246e1840f062b5b37a3	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		2	two_of_three_exact_agreement	
eqgap_249ed9f91db97adc5d055df0	FLOPO_0981051	petal greenish white	EQ|PO_0009032|PATO_0104067	b1c32a931a4347f45482449f024dbfbf3f3276dbebcf67fc7a8ee4eb7aad6a7e	campaign_b85f53253d0219787f3c0e40	cluster_28e3a59f74736d1dac50f37c	f35969e6a7a2108467be2dcc04ddfa9ac5cd63d09138bb62091a4bb229f43a9f	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		7	two_of_three_exact_agreement	
eqgap_32a1f2a3fa4448ba1d18b610	FLOPO_0981052	stem dark red brown	EQ|PO_0009047|PATO_0001288	04881db5e87042b8f5fc40fef1c81f69a121740d0347069506bde849ca305b4a	campaign_b85f53253d0219787f3c0e40	cluster_5a99e2f10dc8c6a7cb5595ae	e700894e988a209eda69723533fcaa81c0e27a221d93427b0742b9bd41723b6c	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_3604c6697d9a3484907a3afc	FLOPO_0981053	fruit greyish green	EQ|PO_0009001|PATO_0104007	078f859e8f6559859b7e8db2f9d9a58d3d5c04d0228a2e6286d09864b06a11e1	campaign_b85f53253d0219787f3c0e40	cluster_57f031b62d239218b60d8115	a6335c5245a4637b5e86a31926b83566a18edb2ceb92e5e2589b7606c3be837c	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		2	two_of_three_exact_agreement	
eqgap_36f797a5ef339a6e24a66a9b	FLOPO_0981054	flower greenish white	EQ|PO_0009046|PATO_0104067	0866ba44bcd10a73cb636aac177b68d0534ffcac70038239104ef65190d15b10	campaign_b85f53253d0219787f3c0e40	cluster_4e8a274f4f1a4fdb8038ddd3	11df60da2d94d5aede0fbd9b6e89f13b9fccd29048d7f989f2b475fe0e2a48c7	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		24	two_of_three_exact_agreement	
eqgap_39bc8cdf9a3a1cd0a153e058	FLOPO_0981055	flower orange yellow	EQ|PO_0009046|PATO_0104054	a870a7f9bb584ed399a55de2424c95c3bd257f658fa9a70ffed4d697f352fd61	campaign_b85f53253d0219787f3c0e40	cluster_37e67dbfa5ad9ffbef661d92	d2c8255e7f3afc9801745127212fc9547d1c96dbc17fbf66578c479847c66973	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		9	two_of_three_exact_agreement	
eqgap_3b15992dda21b718ad24be2f	FLOPO_0981056	vascular leaf greyish green	EQ|PO_0009025|PATO_0104007	d72bdcd08ed41d3e93634fdb1f0148b41c7b8aa21d843127eba0c23c197bee3c	campaign_b85f53253d0219787f3c0e40	cluster_84e1b3db47030a14acf89977	bbea023d6c967a67dbffe8fd8249877664311946e60f4d532e6bd5760ca4d170	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		29	two_of_three_exact_agreement	
eqgap_44cfe8ac1dd4fad1edb4a766	FLOPO_0981057	plant ovary red brown	EQ|PO_0009072|PATO_0001287	3708d5bdd619cedfbda49bbf512453837a2aa14021857e25b2f2322a80c5760f	campaign_b85f53253d0219787f3c0e40	cluster_5036d7c38f0d17d67a6b0841	e02bc7151be52ceb2f2c1db3e6b6b163d93ae83e77eaa2fe6dc3f84bad951421	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		4	two_of_three_exact_agreement	
eqgap_46c23be684180dd80be05817	FLOPO_0981058	corolla purplish red	EQ|PO_0009059|PATO_0104311	96a065cd276360a4473553127db8071db0279cefe4f1bb97c2d2f8152e3c5b9b	campaign_b85f53253d0219787f3c0e40	cluster_568fb659c98ad334e348a30e	0431b9184a661304dcfc448eb320fa8999a4e7d5250bb43e4106607c0d8e5851	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_4dbc278ba535e04bd0e3d520	FLOPO_0981059	petal orange yellow	EQ|PO_0009032|PATO_0104054	e4c67fc00354d17cb6679c0d1d61ddf55c95710e58656893fa32a892418be22d	campaign_b85f53253d0219787f3c0e40	cluster_9aef5bb47baaa8263e4766e3	2503af5b12e85fffc59ff26726e887ae89f00f3ad2e65eab85d2b16c1f6cba7a	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		19	two_of_three_exact_agreement	
eqgap_4f7a53117df072c214cb30e1	FLOPO_0981060	stamen orange yellow	EQ|PO_0009029|PATO_0104054	1dda1eb727328810071999af79355a48aff34b3aef28469a39d4fdf8314bcd89	campaign_b85f53253d0219787f3c0e40	cluster_5b09dda805b175ff3d4dc351	c4f5606dbaad4fb8353889cbd47f3954dceed40b6a7016b7f3cb52dc2f078c05	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		2	two_of_three_exact_agreement	
eqgap_5566e8cbe59da8a27e5e1263	FLOPO_0981061	bark greenish yellow	EQ|PO_0004518|PATO_0104013	861d283e0cc0100625ea5edaa4f3f3902a1ca16b9388fa007f1092ea82b3199c	campaign_b85f53253d0219787f3c0e40	cluster_8d945015638ab6b4a3409e40	5ddba2f314d14e31fdc2126d74d226d794e143dc4869001e15302fe8197e1986	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		4	two_of_three_exact_agreement	
eqgap_592f40ba76e970b5b3293c55	FLOPO_0981062	leaf lamina yellow green	EQ|PO_0020039|PATO_0001941	4ee9ac7d38664568479d0210cb8d274f310574db9c6d033293fd37325871d50f	campaign_b85f53253d0219787f3c0e40	cluster_9ae275dacaf7c75b2d66f015	0d305742616eb94c057904ab47a098d0c914fc93d94a25f0c37ab53bf3853c95	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		10	two_of_three_exact_agreement	
eqgap_5e6edc3658553d1bff77de7e	FLOPO_0981063	corolla orange red	EQ|PO_0009059|PATO_0104112	141b8383c9b7b4df4545debb70923c12f705d00ce6cdc4b7f3859387b96e8c8e	campaign_b85f53253d0219787f3c0e40	cluster_de2e258e181f5c5bc443c9dd	48b62a8bedbf5fefc56afaa1efa4f25a14d9d0c6c148d0359de6986fe457f40a	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		20	two_of_three_exact_agreement	
eqgap_5f52cb962d0dc83491191b44	FLOPO_0981064	sepal yellow brown	EQ|PO_0009031|PATO_0002411	838be0d4a5812436a06ca1760dbe8c57a4db6214d51615694aaf26c1ce3551f0	campaign_b85f53253d0219787f3c0e40	cluster_b1448a459e56ad03b95b808e	875ae0ac9f608e9877b4910a0c1025a8a41cd711a8d86739217b015e46fe8cc6	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		4	two_of_three_exact_agreement	
eqgap_67b0c476e7c3d88b06156989	FLOPO_0981065	seed olive colour	EQ|PO_0009010|PATO_0104336	c326bdf03ac1682d9cf776cdc013bf8f078e93be4161ae93e6aaa0976dcdf4e8	campaign_b85f53253d0219787f3c0e40	cluster_899386576c1fb23573ccb10d	8d482b0171060c2ba5a020c2dfb04a2687ebb84f7e6593d2c2e580f022b8bf8f	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_6bf13f3a86220a04a264bba3	FLOPO_0981066	seed chestnut colour	EQ|PO_0009010|PATO_0104329	fdd6a09dfc3b86550324af0135c9ba2d5da538f2d7641f0846c0db58284486e0	campaign_b85f53253d0219787f3c0e40	cluster_e00b9a71ce6d78ad71a26382	33e0d52ccfbce8da54f08f344d8810d32ddb0127002687dc73721877980bd3c6	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		10	two_of_three_exact_agreement	
eqgap_6de2dabbcb4bfc1d49b1b364	FLOPO_0981067	flower orange red	EQ|PO_0009046|PATO_0104112	9efae8682bdfb3d1cf49f64e6347193c1de3125eb5234e7c83f1a1ba95cdfee7	campaign_b85f53253d0219787f3c0e40	cluster_402fd607421f695e2b5bb2e3	6f6704b722c3f56fd638ad60831bc9b6251310334f71f8e32d4943235d0428c6	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		13	two_of_three_exact_agreement	
eqgap_722fea0e6ec653f180a48e7a	FLOPO_0981068	flower greenish yellow	EQ|PO_0009046|PATO_0104013	c8f55e5c957f26dc471afb658828cbe216952b025b477af0cff1c049d4b0d1af	campaign_b85f53253d0219787f3c0e40	cluster_1632666590004ee099c305c0	b3275d1659d12edc245d3f168490cbdf168daac86afe5123665c68dbe59dd92d	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		17	two_of_three_exact_agreement	
eqgap_7898cd83279dda8bd5c8d79b	FLOPO_0981069	flower olive colour	EQ|PO_0009046|PATO_0104336	b6533b8bd1e12566bd33fe016605347d78a339d8bf8bd991a1d9df3ca287405a	campaign_b85f53253d0219787f3c0e40	cluster_0bf1f6463915f3212438959c	f82d46b9e0486f4303a13219e0495240fcb0f5ef9b7cbeb628c175178d08c896	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_7b3f446d245efedf5caeb2b0	FLOPO_0981070	flower lemon yellow	EQ|PO_0009046|PATO_0104321	d80e68cff79b297846441e2293921b6d197e80acda98695161f8b914a044b652	campaign_b85f53253d0219787f3c0e40	cluster_6e3903d6b701dd05adc2e50e	c15e89680f1189b0b0c1ec9f5f9ed99a465a9d60c43460df59ecd64763d9db9a	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		2	two_of_three_exact_agreement	
eqgap_84b3314a7105f4394ef34339	FLOPO_0981071	petal orange red	EQ|PO_0009032|PATO_0104112	d9d65671e3cfb97137da23d21379d44308c0eb036536e8b73e98b0a459a4c144	campaign_b85f53253d0219787f3c0e40	cluster_6a699a35b96ff9fff9abd754	fd95a06843c13195d31616edccbfb1734aa578eb5fd694a6d9d1ca383d039337	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		4	two_of_three_exact_agreement	
eqgap_88080078e2484762bcef4ea8	FLOPO_0981072	corolla orange yellow	EQ|PO_0009059|PATO_0104054	8c5878d1bf2baedf201bbe49e61fa94f07ba0f21eb37598a145e5b7cf50fd8b4	campaign_b85f53253d0219787f3c0e40	cluster_b9ad459acc62e9a668a57850	395014a7bb057cce63b5abd102ba018edb9645ed12f5566b078045812a48c958	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		20	two_of_three_exact_agreement	
eqgap_8b0c16eeffcee470c4bf3789	FLOPO_0981073	vascular leaf blue green	EQ|PO_0009025|PATO_0104020	32c40dcef60e0317b611f330ac2012ef003faa6af59e6607cc9f05364d38216e	campaign_b85f53253d0219787f3c0e40	cluster_02bc892ca56fff7c98508c32	49304190610782330a09059182f1380cdaea9b494b2aa467d8a3c9d813137010	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_8c2e7156b9a90be06973f5cd	FLOPO_0981074	filament orange yellow	EQ|PO_0009067|PATO_0104054	d7bbb72bff702f6b5d2e429f89c28717b955280082c02d0fcd533999c2c5472c	campaign_b85f53253d0219787f3c0e40	cluster_5fa986f23c4711787db92ba6	6e43626fb3cd9a4b8bbc9512c51e495ecf156e501b193e9680cb805fccdc1663	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_941e27f434eae2921de032af	FLOPO_0981075	flower yellowish green	EQ|PO_0009046|PATO_0104114	0754dae0651db2ed7c2c27cb338c63ccf7803e0c4b8b294185820fad9b1083be	campaign_b85f53253d0219787f3c0e40	cluster_5b10a06d10694c65ef53038b	b00ec746fa408c856ebb72870b3deade142e1d6ba7295f05df8d10d06f9c79fa	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		15	two_of_three_exact_agreement	
eqgap_943980cfe3915828231b8363	FLOPO_0981076	seed purplish red	EQ|PO_0009010|PATO_0104311	69bfc34c7c972481e6e92392277e876f5baa71d593d1c29b249c9f75f862e3c4	campaign_b85f53253d0219787f3c0e40	cluster_7b9c93a7af80c19677a9b850	77f89274cbfda36f56e77df6d0a3e618079935bdd4a5b04ab8980a3a38e2794d	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		2	two_of_three_exact_agreement	
eqgap_aad0cda2ca0675fc4ac3ffde	FLOPO_0981077	berry fruit desaturated green	EQ|PO_0030108|PATO_0001272	bb9822457e9739a7ec7b2604fa317784ed6d614e0a22f1e9f2443a37e21c03f0	campaign_b85f53253d0219787f3c0e40	cluster_3cd1231a4c4c1ea4ac9ab41a	918ef8c725751bd859d84780076256bf96d3780796a2b11715d623b116197786	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_aeb2b80470c81b1a4cd5ae36	FLOPO_0981078	petal red brown	EQ|PO_0009032|PATO_0001287	9eeceb383bb1ae2701598c129131f878312e20e6ae4c39b5f3eb73571738be1e	campaign_b85f53253d0219787f3c0e40	cluster_08477017ae53d2526fdecf63	cebd04550aabf9fbfda39fadd9fac61740fbccda129347911d6f142080b017d2	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		4	two_of_three_exact_agreement	
eqgap_b28e2ccf93acb0bc7aeef509	FLOPO_0981079	leaflet olive colour	EQ|PO_0020049|PATO_0104336	a781ea3e65cddb51a2173c03f91a3c715eaae1433c038bf7399103f1f72ea747	campaign_b85f53253d0219787f3c0e40	cluster_4a4c9364f325118cfb064f9b	d1dc38af140ab91b4cfefe1a8ef00563039f99efb256667f997f34ee118ced45	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		2	two_of_three_exact_agreement	
eqgap_b45991b1201bd12b29650f36	FLOPO_0981080	seed greyish green	EQ|PO_0009010|PATO_0104007	d501f46abf2d8b06a4861965a6a3131f63235bf655245cb32aaa60fff21af97f	campaign_b85f53253d0219787f3c0e40	cluster_329ce8f9de84120a84fc856f	953aae179aa4825e6441bafe4e4fcf68265a3e02f44f1abee0ac21ee1911d536	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_c80dbfdb642131e9f7125598	FLOPO_0981081	petal greenish yellow	EQ|PO_0009032|PATO_0104013	afffc3ac092217f4175cb83d26d66b1a539333d6899cc67d461995c46f377d29	campaign_b85f53253d0219787f3c0e40	cluster_90d0ddfe77a1db85ed3d3737	5ff8b2dd57636a4d7f4a7334f4b631044da9954845129ddcee6d79277ccb4d20	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		20	two_of_three_exact_agreement	
eqgap_c90a00b19fbe34848769e706	FLOPO_0981082	branch greyish green	EQ|PO_0025073|PATO_0104007	a46476172aecd1af63229bc2db459f9f9859a7feb90da29423fa0f51e58a3b23	campaign_b85f53253d0219787f3c0e40	cluster_91940a977d86ead365c0db8c	9c53c4f02b2cdab9d80823d59e6de1071b3dc4a073e62a5ed8482706ecb9d3de	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		8	two_of_three_exact_agreement	
eqgap_c95df84499d1e8d423e62c42	FLOPO_0981083	plant ovary blue green	EQ|PO_0009072|PATO_0104020	8dac06c3df4c6720fb9cc4fb804378ee7042d849d53ae85d14212fdca51f42b9	campaign_b85f53253d0219787f3c0e40	cluster_54839ee807e3fbaddec01b2c	c2dd93b176ef8de66bc0c5b14aa161a241ac535554df8b04e2c363b203d5a577	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		1	two_of_three_exact_agreement	
eqgap_cad3a7cada6c4f964aa374f2	FLOPO_0981084	aril orange red	EQ|PO_0009090|PATO_0104112	a11b51835476e9878faa4a1c643b4d984d8f38a2e9ad8e87491d35d03dd0b1ce	campaign_b85f53253d0219787f3c0e40	cluster_d5b360ada8543a6c198613a8	314f3c66c5d5f2e8e52992fe7687572e9e3891ab982c61b2a0f73ed23d85f975	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		4	two_of_three_exact_agreement	
eqgap_d5dd1e2851eb04c0b6bd0262	FLOPO_0981085	fruit orange red	EQ|PO_0009001|PATO_0104112	8f31fc4acc14424f3f61a95402a05c0192a6e68eab2722e734085432426dcb8c	campaign_b85f53253d0219787f3c0e40	cluster_d9871b07d9b1c1a3c96b4749	cbf6d13901e01b267457cd3c5480a34832ec1b3ea21cee72bafbab0a556d1fbb	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		16	two_of_three_exact_agreement	
eqgap_dd4ce2f61b76c277ed020bb0	FLOPO_0981086	fruit yellowish green	EQ|PO_0009001|PATO_0104114	d4249533f00c12422a1b8e9416fed821fc9b413f7a9f1ff719692d149288c024	campaign_b85f53253d0219787f3c0e40	cluster_9fb36b041a7671d2e623a143	1ce9eff5f8a244bf173c737e27c1ddc116c887f6928093bc6f400265041691f0	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		2	two_of_three_exact_agreement	
eqgap_e315b5376ef93af4c00f392d	FLOPO_0981087	bark greyish green	EQ|PO_0004518|PATO_0104007	f31fd4a4e7573c69dbf652d20fc3d1266afcf8299ef696b082b5a7b2e6899f7a	campaign_b85f53253d0219787f3c0e40	cluster_f8f77b6f1000d07d65bd7492	1c65d55a3f94504c82df41cc8ccd6b1b559f10fa503dc503b3b8f7fdefd4ba32	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		13	two_of_three_exact_agreement	
eqgap_e986c6fc11ad822ea629fc7a	FLOPO_0981088	leaf lamina greyish green	EQ|PO_0020039|PATO_0104007	955fd90d5c9990ac3927d21370f7418ba8213ee01a663ce08f54a79ccc4cefe5	campaign_b85f53253d0219787f3c0e40	cluster_6e2abef2d7065a9eb5175d22	8a2ea06636d23304fb08a90e25c9011cbcaf80b31aabcdfaa226045fc0778ff2	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		5	two_of_three_exact_agreement	
eqgap_edf9ffbbc0ae43820f22d5e1	FLOPO_0981089	petal yellow green	EQ|PO_0009032|PATO_0001941	68cdeebb8aff3132bd7727a9949c620c13992f3d21dad7f869a9e7dcd855b667	campaign_b85f53253d0219787f3c0e40	cluster_f6c4030e356672190cb10bf6	4ef988b39b0b7d1927e9f4dd566f3e0f41bf22b6eb00aae657a611cb9f9d296e	reviewer_claude_opus_5|reviewer_kimi_k3|reviewer_qwen_3_7_max		24	two_of_three_exact_agreement	
