# curie_map:
#   PATO: http://purl.obolibrary.org/obo/PATO_
#   FLOPO: http://purl.obolibrary.org/obo/FLOPO_
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
#   sssom: https://w3id.org/sssom/
# mapping_set_id: http://purl.obolibrary.org/obo/flopo/mappings/flopo-colour-backbone.sssom.tsv
# mapping_set_description: Mappings of PATO colour classes and superseded FLOPO colour classes onto the FLOPO ISCC-NBS colour backbone (curator decision 2026-09-18). The predicate follows the OBO scope of the word: EXACT -> skos:exactMatch (skos:closeMatch when the source class is not ISCC-NBS defined), NARROW -> skos:broadMatch, RELATED -> skos:relatedMatch. The 27 reused PATO classes are backbone classes themselves and are not listed.
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: 2026-09-18
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence	subject_source	synonym_scope	match_kind	flags	comment
PATO:0104321	lemon yellow	skos:broadMatch	FLOPO:0988004	yellow	semapv:ManualMappingCuration	0.7	PATO	NARROW	vernacular	multi_block	Lexical equivalent of 'lemon'. Documented senses fall in ISCC-NBS block(s) 82 98 99; lowest covering backbone class is level 1 'yellow'. PDF p.158 Sense tier used: botanical (3 sense(s)); all sources give blocks 82 83 84 85 86 87 97 98 99 100.
PATO:0104324	mahogany red	skos:broadMatch	PATO:0001287	reddish brown	semapv:ManualMappingCuration	0.7	PATO	NARROW	vernacular	single_source_lifted_to_level2	Lexical equivalent of 'mahogany'. Documented senses fall in ISCC-NBS block(s) 43; lowest covering backbone class is level 2 'reddish brown'. PDF p.160 Sense tier used: botanical (1 sense(s)); all sources give blocks 43. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.
PATO:0104326	salmon colour	skos:relatedMatch	FLOPO:0988000	pink	semapv:ManualMappingCuration	0.7	PATO	RELATED	vernacular	crosses_level1	Documented senses span ISCC-NBS block(s) 28 29 31 33 52 53 71 73 89 across level-1 categories orange, pink, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. line number approximate (entry not cleanly matched in layout OCR); PDF p.179 Sense tier used: botanical (4 sense(s)); all sources give blocks 26 28 29 31 33 37 52 53 71 73 89.
PATO:0104329	chestnut colour	skos:broadMatch	PATO:0001287	reddish brown	semapv:ManualMappingCuration	0.7	PATO	NARROW	vernacular	multi_block	Documented senses fall in ISCC-NBS block(s) 43 44 46 47; lowest covering backbone class is level 2 'reddish brown'. M synonyms: Brown Bay, Brownstone, Castaneous, Marone, Marron, Marrone; PDF p.137 Sense tier used: botanical (4 sense(s)); all sources give blocks 43 44 46 47 61.
PATO:0104333	chocolate brown	skos:broadMatch	FLOPO:0988072	grayish reddish brown	semapv:ManualMappingCuration	0.7	PATO	NARROW	vernacular		Lexical equivalent of 'chocolate'. Documented senses fall in ISCC-NBS block(s) 46; lowest covering backbone class is level 3 'grayish reddish brown'. PDF p.137 Sense tier used: botanical (2 sense(s)); all sources give blocks 19 22 23 41 46 62 64 81 266.
PATO:0104336	olive colour	skos:closeMatch	FLOPO:0988005	olive	semapv:LexicalMatching	0.9	PATO	EXACT	iscc_variant	level_homonym	Label is an ISCC-NBS name but the PATO definition is not Munsell/ISCC-NBS based: closeMatch at class level; the word itself is an EXACT synonym. Spelling/hyphenation variant of the ISCC-NBS name 'olive'.
PATO:0104343	straw yellow	skos:broadMatch	FLOPO:0988019	yellow (ISCC-NBS level 2)	semapv:ManualMappingCuration	0.7	PATO	NARROW	vernacular	multi_block	Lexical equivalent of 'straw'. Documented senses fall in ISCC-NBS block(s) 83 86; lowest covering backbone class is level 2 'yellow'. PDF p.183 Sense tier used: botanical (3 sense(s)); all sources give blocks 83 86 87 89.
FLOPO:0980085	greenish	skos:relatedMatch	FLOPO:0988006	green	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'greenish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'green', not a block.
FLOPO:0980086	reddish	skos:relatedMatch	FLOPO:0988001	red	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'reddish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'red', not a block.
FLOPO:0980087	pale lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	crosses_level1|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'lilac'.
FLOPO:0980089	greyish	skos:relatedMatch	FLOPO:0988010	gray	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'grayish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'gray', not a block.
FLOPO:0980092	silvery	skos:relatedMatch	FLOPO:0988009	white	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	vernacular		Lexical equivalent of 'silver'. Documented senses fall in ISCC-NBS block(s) 263; lowest covering backbone class is level 1 'white'. Lustre is not a colour; hue component is white. Sense tier used: botanical (1 sense(s)); all sources give blocks 263.
FLOPO:0980094	yellowish	skos:relatedMatch	FLOPO:0988004	yellow	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'yellowish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'yellow', not a block.
FLOPO:0980097	pinkish	skos:relatedMatch	FLOPO:0988000	pink	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'pinkish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'pink', not a block.
FLOPO:0980100	purplish	skos:relatedMatch	FLOPO:0988008	purple	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'purplish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'purple', not a block.
FLOPO:0980101	pale greenish	skos:relatedMatch	FLOPO:0988006	green	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'greenish'.
FLOPO:0980104	pure white	skos:broadMatch	FLOPO:0988009	white	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'pure' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'white'.
FLOPO:0980105	scarlet	skos:relatedMatch	FLOPO:0988001	red	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	vernacular	crosses_level1	Documented senses span ISCC-NBS block(s) 11 35 across level-1 categories orange, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.180 Sense tier used: botanical (4 sense(s)); all sources give blocks 3 11 12 15 34 35.
FLOPO:0980106	crimson	skos:broadMatch	FLOPO:0988001	red	semapv:ManualMappingCuration	0.7	FLOPO value class	NARROW	vernacular	multi_block	Documented senses fall in ISCC-NBS block(s) 11 254; lowest covering backbone class is level 1 'red'. PDF p.140 Sense tier used: botanical (2 sense(s)); all sources give blocks 11 12 254 256.
FLOPO:0980109	bright scarlet	skos:relatedMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	crosses_level1|degree_modifier	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'scarlet'.
FLOPO:0980110	flushed with pink	skos:relatedMatch	FLOPO:0988000	pink	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'pink' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'pink' (level 1).
FLOPO:0980111	deep lilac	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	crosses_level1|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'lilac'.
FLOPO:0980112	bluish	skos:relatedMatch	FLOPO:0988007	blue	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'bluish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'blue', not a block.
FLOPO:0980116	deep crimson	skos:broadMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier|multi_block	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'crimson'.
FLOPO:0980117	pale cream	skos:broadMatch	FLOPO:0988019	yellow (ISCC-NBS level 2)	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier|no_botanical_source_tier_general|single_source_lifted_to_level2	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'cream'.
FLOPO:0980119	pale scarlet	skos:relatedMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	crosses_level1|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'scarlet'.
FLOPO:0980127	blackish	skos:relatedMatch	FLOPO:0988011	black	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'blackish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'black', not a block.
FLOPO:0980128	deep magenta	skos:relatedMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	crosses_level1|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'magenta'.
FLOPO:0980130	brownish	skos:relatedMatch	FLOPO:0988003	brown	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency		Hue-tendency adjective; ISCC-NBS uses 'brownish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'brown', not a block.
FLOPO:0980132	pale pinkish	skos:relatedMatch	FLOPO:0988000	pink	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'pinkish'.
FLOPO:0980153	light scarlet	skos:relatedMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	crosses_level1|degree_modifier	Modifier 'light' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'scarlet'.
FLOPO:0980154	mahogany-red	skos:broadMatch	PATO:0001287	reddish brown	semapv:ManualMappingCuration	0.7	FLOPO value class	NARROW	vernacular	single_source_lifted_to_level2	Lexical equivalent of 'mahogany'. Documented senses fall in ISCC-NBS block(s) 43; lowest covering backbone class is level 2 'reddish brown'. PDF p.160 Sense tier used: botanical (1 sense(s)); all sources give blocks 43. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.
FLOPO:0980159	lemon-yellow	skos:broadMatch	FLOPO:0988004	yellow	semapv:ManualMappingCuration	0.7	FLOPO value class	NARROW	vernacular	multi_block	Lexical equivalent of 'lemon'. Documented senses fall in ISCC-NBS block(s) 82 98 99; lowest covering backbone class is level 1 'yellow'. PDF p.158 Sense tier used: botanical (3 sense(s)); all sources give blocks 82 83 84 85 86 87 97 98 99 100.
FLOPO:0980167	apricot-yellow	skos:broadMatch	FLOPO:0988004	yellow	semapv:CompositeMatching	0.5	FLOPO value class	NARROW	compound_head	compound_head_rule	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'yellow' class 'yellow' (tending towards 'apricot').
FLOPO:0980174	golden	skos:relatedMatch	FLOPO:0988004	yellow	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	vernacular	crosses_level1	Documented senses span ISCC-NBS block(s) 88 94 across level-1 categories olive, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. M synonyms: Aurum, Golden, Imperial Stone; PDF p.145 Sense tier used: botanical (1 sense(s)); all sources give blocks 76 82 84 87 88 91 94.
FLOPO:0980185	golden-yellow	skos:relatedMatch	FLOPO:0988004	yellow	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	vernacular	crosses_level1	Lexical equivalent of 'golden'. Documented senses span ISCC-NBS block(s) 88 94 across level-1 categories olive, yellow; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. M synonyms: Aurum, Golden, Imperial Stone; PDF p.145 Sense tier used: botanical (1 sense(s)); all sources give blocks 76 82 84 87 88 91 94.
FLOPO:0980187	white, cream, or yellow	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980189	slightly blue-green	skos:broadMatch	PATO:0104020	bluish green	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'slightly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'blue green'.
FLOPO:0980196	red or yellow	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980199	greenish or pinkish	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980201	pale yellowish	skos:relatedMatch	FLOPO:0988004	yellow	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'yellowish'.
FLOPO:0980202	very red	skos:broadMatch	FLOPO:0988013	red (ISCC-NBS level 2)	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier|level_homonym	Modifier 'very' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'red'.
FLOPO:0980204	brilliant deep blue	skos:broadMatch	PATO:0104064	deep blue	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'brilliant' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'deep blue'.
FLOPO:0980207	lilac or deep blue	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980211	bright dark green	skos:broadMatch	PATO:0001249	dark green	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'dark green'.
FLOPO:0980213	reddish line	skos:relatedMatch	FLOPO:0988001	red	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency	label_has_non_colour_material	Label mixes the colour phrase 'reddish' with pattern/position/stage wording; only the colour part is mapped. Hue-tendency adjective; ISCC-NBS uses 'reddish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'red', not a block.
FLOPO:0980215	lilac flushed	skos:relatedMatch	FLOPO:0988008	purple	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	vernacular	crosses_level1|label_has_non_colour_material	Label mixes the colour phrase 'lilac' with pattern/position/stage wording; only the colour part is mapped. Documented senses span ISCC-NBS block(s) 206 210 217 222 223 226 227 237 240 241 244 248 249 250 252 253 across level-1 categories pink, purple; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. M synonyms: Lilaceous, Lilas, Mauvette; txt line OCR-garbled (source/blocks read from PDF page image); PDF p.159 Sense tier used: botanical (2 sense(s)); all sources give blocks 5 10 18 206 209 210 217 221 222 223 226 227 228 231 232 233 237 240 241 244 248 249 250 252 253 261 262.
FLOPO:0980217	pink (occasionally flushed)	skos:relatedMatch	FLOPO:0988000	pink	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'pink' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'pink' (level 1).
FLOPO:0980227	deep glowing orange	skos:broadMatch	FLOPO:0988016	orange (ISCC-NBS level 2)	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier|level_homonym	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'glowing orange'.
FLOPO:0980228	deep maroon-purple	skos:broadMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	components_cross_level1|compound_head_rule|degree_modifier	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'maroon purple'.
FLOPO:0980233	brilliant deep red	skos:broadMatch	PATO:0104189	deep red	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'brilliant' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'deep red'.
FLOPO:0980237	fading white	skos:relatedMatch	FLOPO:0988009	white	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	label_has_non_colour_material	Label mixes the colour phrase 'white' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'white' (level 1).
FLOPO:0980239	very deep purplish-black	skos:broadMatch	PATO:0104157	purplish black	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'very deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'purplish black'.
FLOPO:0980244	green-backed	skos:relatedMatch	FLOPO:0988006	green	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'green' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'green' (level 1).
FLOPO:0980248	pale creamy	skos:broadMatch	FLOPO:0988019	yellow (ISCC-NBS level 2)	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier|no_botanical_source_tier_general|single_source_lifted_to_level2	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'creamy'.
FLOPO:0980251	pale greygreen with red streaks and freckles	skos:relatedMatch	FLOPO:0988001	red	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'red' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'red' (level 1).
FLOPO:0980255	bright rich blue	skos:broadMatch	FLOPO:0988025	blue (ISCC-NBS level 2)	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier|level_homonym	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'rich blue'.
FLOPO:0980256	sky-blue	skos:broadMatch	FLOPO:0988025	blue (ISCC-NBS level 2)	semapv:ManualMappingCuration	0.7	FLOPO value class	NARROW	vernacular	single_source_lifted_to_level2	Documented senses fall in ISCC-NBS block(s) 181; lowest covering backbone class is level 2 'blue'. M synonyms: Cerulean, Ethereal Blue, Sky, Sky Colour; PDF p.181 Sense tier used: botanical (1 sense(s)); all sources give blocks 172 181 182 183 185 199. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.
FLOPO:0980257	sky blue	skos:broadMatch	FLOPO:0988025	blue (ISCC-NBS level 2)	semapv:ManualMappingCuration	0.7	FLOPO value class	NARROW	vernacular	single_source_lifted_to_level2	Documented senses fall in ISCC-NBS block(s) 181; lowest covering backbone class is level 2 'blue'. M synonyms: Cerulean, Ethereal Blue, Sky, Sky Colour; PDF p.181 Sense tier used: botanical (1 sense(s)); all sources give blocks 172 181 182 183 185 199. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.
FLOPO:0980261	sandy-yellow	skos:relatedMatch	FLOPO:0988004	yellow	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'yellow' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'yellow' (level 1).
FLOPO:0980262	chestnut-brown	skos:broadMatch	PATO:0001287	reddish brown	semapv:ManualMappingCuration	0.7	FLOPO value class	NARROW	vernacular	multi_block	Lexical equivalent of 'chestnut'. Documented senses fall in ISCC-NBS block(s) 43 44 46 47; lowest covering backbone class is level 2 'reddish brown'. M synonyms: Brown Bay, Brownstone, Castaneous, Marone, Marron, Marrone; PDF p.137 Sense tier used: botanical (4 sense(s)); all sources give blocks 43 44 46 47 61.
FLOPO:0980264	dark-green	skos:exactMatch	PATO:0001249	dark green	semapv:LexicalMatching	0.9	FLOPO value class	EXACT	iscc_variant		Spelling/hyphenation variant of the ISCC-NBS name 'dark green'.
FLOPO:0980267	pink-flushed	skos:relatedMatch	FLOPO:0988000	pink	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'pink' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'pink' (level 1).
FLOPO:0980274	greenish yellow inside	skos:relatedMatch	PATO:0104013	greenish yellow	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	label_has_non_colour_material	Label mixes the colour phrase 'greenish yellow' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'greenish yellow' (level 2).
FLOPO:0980275	pink streaked	skos:relatedMatch	FLOPO:0988000	pink	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'pink' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'pink' (level 1).
FLOPO:0980276	streaked with pink behind	skos:relatedMatch	FLOPO:0988000	pink	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'pink' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'pink' (level 1).
FLOPO:0980285	chestnut-red	skos:broadMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.5	FLOPO value class	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'chestnut').
FLOPO:0980286	cream or white	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980291	flushed with purple	skos:relatedMatch	FLOPO:0988008	purple	semapv:LexicalMatching	0.95	FLOPO value class	RELATED	iscc_literal	level_homonym|label_has_non_colour_material	Label mixes the colour phrase 'purple' with pattern/position/stage wording; only the colour part is mapped. Literal ISCC-NBS name 'purple' (level 1).
FLOPO:0980296	scarlet-flushed	skos:relatedMatch	FLOPO:0988001	red	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	vernacular	crosses_level1|label_has_non_colour_material	Label mixes the colour phrase 'scarlet' with pattern/position/stage wording; only the colour part is mapped. Documented senses span ISCC-NBS block(s) 11 35 across level-1 categories orange, red; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.180 Sense tier used: botanical (4 sense(s)); all sources give blocks 3 11 12 15 34 35.
FLOPO:0980299	pale brownish	skos:relatedMatch	FLOPO:0988003	brown	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'brownish'.
FLOPO:0980320	silver-grey	skos:broadMatch	FLOPO:0988010	gray	semapv:CompositeMatching	0.5	FLOPO value class	NARROW	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'silver').
FLOPO:0980323	dark crimson-red	skos:broadMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	compound_head_rule|degree_modifier	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'crimson red'.
FLOPO:0980335	greenish-gold	skos:relatedMatch	FLOPO:0988004	yellow	semapv:CompositeMatching	0.5	FLOPO value class	RELATED	compound_head	compound_head_rule|components_cross_level1	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'gold' class 'yellow' (tending towards 'greenish').
FLOPO:0980343	blue or lilac	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980346	yellow or reddish orange	sssom:NoTermFound	sssom:NoTermFound		semapv:ManualMappingCuration		FLOPO composition		unresolved		
FLOPO:0980352	very pale pink	skos:broadMatch	FLOPO:0988012	pink (ISCC-NBS level 2)	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier|level_homonym	Modifier 'very pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pink'.
FLOPO:0980359	pale salmon-pink	skos:relatedMatch	FLOPO:0988000	pink	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	crosses_level1|degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'salmon pink'.
FLOPO:0980363	bright sky-blue	skos:broadMatch	FLOPO:0988025	blue (ISCC-NBS level 2)	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier|single_source_lifted_to_level2	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'sky blue'.
FLOPO:0980364	dark purplish	skos:relatedMatch	FLOPO:0988008	purple	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	degree_modifier	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'purplish'.
FLOPO:0980372	pale greenish-white	skos:broadMatch	PATO:0104067	greenish white	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'greenish white'.
FLOPO:0980374	pale reddish	skos:relatedMatch	FLOPO:0988001	red	semapv:CompositeMatching	0.6	FLOPO value class	RELATED	modified	degree_modifier	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'reddish'.
FLOPO:0980375	greyish heart-shaped	skos:relatedMatch	FLOPO:0988010	gray	semapv:ManualMappingCuration	0.7	FLOPO value class	RELATED	ish_tendency	label_has_non_colour_material	Label mixes the colour phrase 'greyish' with pattern/position/stage wording; only the colour part is mapped. Hue-tendency adjective; ISCC-NBS uses 'grayish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'gray', not a block.
FLOPO:0980376	bright deep blue	skos:broadMatch	PATO:0104064	deep blue	semapv:CompositeMatching	0.6	FLOPO value class	NARROW	modified	degree_modifier	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'deep blue'.
