po_id	po_label	pato_id	pato_label	proposed_label	review_scope	pato_is_attribute	evidence_count	origins	example_1	example_2	example_3	review_status	reviewer	review_date	review_notes
PO_0009072	plant ovary	PATO_0000066	pilosity	plant ovary pilosity	reusable_trait	true	23	explicit_disjunction:23	fleurs … ovaire poilu ou glabre	male flowers … ovaire glabre ou pubescent	description … Ovary conical, 5-10 mm. long, glabrous or hairy	approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:23); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030091	capsule fruit	PATO_0000066	pilosity	capsule fruit pilosity	reusable_trait	true	4	explicit_disjunction:4	fleurs … Capsules glabres ou pubescentes	description … Capsule glabrous or hairy	description … Capsule subglobose, 2.5–3.6 mm. long, glabrous or hairy	approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:4); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0020039	leaf lamina	PATO_0000150	texture	leaf lamina texture	reusable_trait	true	3	explicit_disjunction:3	leaves … limbe papyracé ou coriace	lamina … Limbe entier, glabre, papyracé ou coriace		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:3); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030108	berry fruit	PATO_0000014	color	berry fruit color	reusable_trait	true	6	explicit_disjunction:6	description … Berry red, purple or black	description … Berries globose, bright red or orange	description … Berry purple or black	approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:6); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0009072	plant ovary	PATO_0000052	shape	plant ovary shape	reusable_trait	true	5	explicit_disjunction:5	description … Ovary globose or cylindrical	description … ovary cylindrical or subglobose	female flowers … ovary subglobose or conical	approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:5); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0009072	plant ovary	PATO_0000014	color	plant ovary color	reusable_trait	true	1	explicit_disjunction:1	description … ovary purple or red			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030103	drupe fruit	PATO_0000014	color	drupe fruit color	reusable_trait	true	1	explicit_disjunction:1	description … Drupes red or orange-red			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0005848	secondary xylem	PATO_0000014	color	secondary xylem color	reusable_trait	true	4	explicit_disjunction:4	description … Wood soft, white or pink	description … Wood white or pale brown	description … wood yellow or light brown	approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:4); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025599	pistillate flower	PATO_0001435	attachment quality	pistillate flower attachment quality	reusable_trait	true	2	explicit_disjunction:2	description … Pistillate flowers sessile or pedicellate	pistillate flowers … pistillate flowers sessile or pedicellate		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:2); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030102	nut fruit	PATO_0000014	color	nut fruit color	reusable_trait	true	1	explicit_disjunction:1	description … Nutlets dark brown or black			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030112	pedicel	PATO_0000014	color	pedicel color	reusable_trait	true	1	explicit_disjunction:1	description … pedicels red or pink			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030117	spike inflorescence	PATO_0000052	shape	spike inflorescence shape	reusable_trait	true	1	explicit_disjunction:1	description … Spikes cylindrical or subglobose			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030121	capitulum inflorescence	PATO_0000014	color	capitulum inflorescence color	reusable_trait	true	2	explicit_disjunction:2	description … Capitulum scarious, white or brown	description … Capitula white or cream		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:2); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030117	spike inflorescence	PATO_0000014	color	spike inflorescence color	reusable_trait	true	2	explicit_disjunction:2	description … Spikes greenish white or yellow	description … Spikes green or yellow-green		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:2); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030091	capsule fruit	PATO_0000014	color	capsule fruit color	reusable_trait	true	1	explicit_disjunction:1	description … Capsule red or purple			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030107	achene fruit	PATO_0000066	pilosity	achene fruit pilosity	reusable_trait	true	7	explicit_disjunction:7	description … Achenes glabrous or hairy	description … Achenes 2.5–3.5 mm long, sparsely hairy or glabrous	description … Achenes 3–4.5 mm long, slightly hairy or glabrous	approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:7); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0000013	cauline leaf	PATO_0000052	shape	cauline leaf shape	reusable_trait	true	1	explicit_disjunction:1	description … cauline leaves few, linear or narrowly lanceolate			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025331	ray flower	PATO_0000014	color	ray flower color	reusable_trait	true	14	explicit_disjunction:14	description … Ray florets white or cream	description … ray florets white or cream	description … Ray florets 6–20, orange-yellow or yellow	approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:14); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0009025	vascular leaf	PATO_0000014	color	vascular leaf color	reusable_trait	true	1	explicit_disjunction:1	description … Leaves sessile, light green or grey-green			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030107	achene fruit	PATO_0000014	color	achene fruit color	reusable_trait	true	2	explicit_disjunction:2	description … Achenes brown or red-brown	description … Achenes grey or black		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:2); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0020019	megaspore	PATO_0000014	color	megaspore color	reusable_trait	true	1	explicit_disjunction:1	description … Megaspores white or pale brown			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0020048	microspore	PATO_0000014	color	microspore color	reusable_trait	true	1	explicit_disjunction:1	description … microspores white or yellow			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025600	staminate flower	PATO_0001435	attachment quality	staminate flower attachment quality	reusable_trait	true	1	explicit_disjunction:1	staminate flowers … staminate flowers sessile or pedicellate			approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (explicit_disjunction:1); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030091	capsule fruit	PATO_0000467	present	capsule fruit present	reusable_phenotype	false	57	saudi_ncvc:57	Avicennia marina (p15): Fruit a small green capsule	Commiphora gileadensis (L.) C.Chr. (p29): a subglobose capsule		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:57); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030100	legume fruit	PATO_0000467	present	legume fruit present	reusable_phenotype	false	37	saudi_ncvc:37	Prosopis cineraria (L.) Druce (p52): fruit is an oblong, subcylindrical pod	Prosopis koelziana Burkart (p53): fruit is a pod		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:37); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030115	raceme inflorescence	PATO_0000467	present	raceme inflorescence present	reusable_phenotype	false	37	saudi_ncvc:37	Pistacia falcata Becc. (p16): Inflorescences racemose	Tarchonanthus camphoratus L. (p23): racemose		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:37); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0000003	whole plant	PATO_0001731	deciduous (plant)	whole plant deciduous (plant)	reusable_phenotype	false	29	saudi_ncvc:29	Pistacia falcata Becc. (p16): deciduous tree	Pistacia khinjuk Stocks (p17): deciduous		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:29); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0009046	flower	PATO_0001340	hermaphrodite	flower hermaphrodite	reusable_phenotype	false	23	saudi_ncvc:23	Celtis toka (Forssk.) Hepper & J.R.I.Wood (p35): hermaphrodite flowers	Prunus arabica (Olivier) Meikle (p92): flowers are bisexual		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:23); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025034	leaf	PATO_0104032	coriaceous	leaf coriaceous	reusable_phenotype	false	23	saudi_ncvc:23	Cordia sinensis Lam. (p26): leathery in texture	Gymnosporia arbutifolia (Hochst. ex A.Rich.) Loes. (p39): leathery in texture		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:23); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030103	drupe fruit	PATO_0000467	present	drupe fruit present	reusable_phenotype	false	20	saudi_ncvc:20	Searsia retinorrhoea (Steud. ex Oliv.) Moffett (p18): Fruit a drupe	Commiphora myrrha (Nees) Engl. (p32): fruits drupes		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:20); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025034	leaf	PATO_0001436	sessile (sensu botany)	leaf sessile (sensu botany)	reusable_phenotype	false	18	saudi_ncvc:18	Euphorbia ammak Schweinf. (p48): leaves sessile	Tamarix aphylla (L.) H.Karst. (p104): leaves are sessile		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:18); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0000003	whole plant	PATO_0104019	succulent	whole plant succulent	reusable_phenotype	false	16	saudi_ncvc:16	Euphorbia ammak Schweinf. (p48): succulent	Agathophora alopecuroides (Delile) Fenzl ex Bunge (p114): succulent		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:16); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030100	legume fruit	PATO_0000921	width	legume fruit width	reusable_trait	true	15	saudi_ncvc:15	Delonix elata (L.) Gamble (p50): dimensions (16 cm and 2 cm)	Prosopis koelziana Burkart (p53): 1 cm wide		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:15); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030107	achene fruit	PATO_0000467	present	achene fruit present	reusable_phenotype	false	15	saudi_ncvc:15	Tarchonanthus camphoratus L. (p23): Fruit an achene	Anvillea garcinii (Burm.f.) DC. (p152): Fruit an achene		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:15); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030108	berry fruit	PATO_0000467	present	berry fruit present	reusable_phenotype	false	13	saudi_ncvc:13	Maerua crassifolia Forssk. (p38): fruit a berry	Maesa lanceolata Forssk. (p85): fruit is a globose berry		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:13); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030121	capitulum inflorescence	PATO_0001499	spherical	capitulum inflorescence spherical	reusable_phenotype	false	13	saudi_ncvc:13	Vachellia flava (Forssk.) Kyal. & Boatwr. (p59): flowers [heads] globose	Vachellia gerrardii var. najdensis (Chaudhary) Ragup., Seigler, Ebinger & Maslin (p60): globose inflorescences		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:13); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0020043	compound leaf	PATO_0000410	pinnate	compound leaf pinnate	reusable_phenotype	false	12	saudi_ncvc:12	Senegalia asak (Forssk.) Kyal. & Boatwr. (p54): leaves pinnately compound	Vachellia gerrardii var. najdensis (Chaudhary) Ragup., Seigler, Ebinger & Maslin (p60): leaves pinnately compound		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:12); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030105	follicle fruit	PATO_0000467	present	follicle fruit present	reusable_phenotype	false	12	saudi_ncvc:12	Adenium obesum (Forssk.) Roem. & Schult. (p137): The fruit is a follicle	Gomphocarpus fruticosus (L.) W.T.Aiton (p138): The fruit is a follicle		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:12); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025034	leaf	PATO_0104019	succulent	leaf succulent	reusable_phenotype	false	11	saudi_ncvc:11	Agathophora alopecuroides (Delile) Fenzl ex Bunge (p114): succulent	Soda rosmarinus (Bunge ex Boiss.) (p126): succulent		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:11); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025034	leaf	PATO_0001730	deciduous (generic)	leaf deciduous (generic)	reusable_phenotype	false	10	saudi_ncvc:10	Traganum nudatum Delile (p131): deciduous on the young twigs	Deverra tortuosa (Desf.) DC. (p133): the leaves are deciduous		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:10); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030102	nut fruit	PATO_0000467	present	nut fruit present	reusable_phenotype	false	9	saudi_ncvc:9	Cornulaca monacantha Delile (p122): the fruit is a nut	Lavandula atriplicifolia Benth. (p200): fruit is a nutlet		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:9); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025073	branch	PATO_0001365	spiny	branch spiny	reusable_phenotype	false	8	saudi_ncvc:8	Vachellia tortilis subsp. tortilis (p67): bear thorns	Searsia tripartita (Ucria) Moffett (p132): and spiny		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:8); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030117	spike inflorescence	PATO_0000467	present	spike inflorescence present	reusable_phenotype	false	8	saudi_ncvc:8	Combretum mole R.Br. ex G.Don (p41): in spikes	Faidherbia albida (Delile) A.Chev. (p51): in spikes		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:8); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0009046	flower	PATO_0104031	cream	flower cream	reusable_phenotype	false	7	saudi_ncvc:7	Rhizophora mucronata Poir. (p91): flowers are creamy white	Nuxia congesta R.Br. ex Fresen. (p102): creamy white		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:7); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030100	legume fruit	PATO_0000407	flat	legume fruit flat	reusable_phenotype	false	7	saudi_ncvc:7	Delonix elata (L.) Gamble (p50): flat	Prosopis koelziana Burkart (p53): flat		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:7); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0000003	whole plant	PATO_0002348	ligneous	whole plant ligneous	reusable_phenotype	false	6	saudi_ncvc:6	Gomphocarpus sinaicus Boiss. (p139): woody perennial shrub	Cleome droserifolia (Forssk.) Delile (p179): woody		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:6); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0008039	stem base	PATO_0002348	ligneous	stem base ligneous	reusable_phenotype	false	6	saudi_ncvc:6	Suaeda monoica Forssk. ex J.F.Gmel. (p129): woody at the base	Artemisia sieberi Besser (p155): with a woody base		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:6); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0025174	spine stipule	PATO_0000122	length	spine stipule length	reusable_trait	true	6	saudi_ncvc:6	Faidherbia albida (Delile) A.Chev. (p51): 3.5 cm long	Vachellia etbaica (Schweinf.) Kyal. & Boatwr. (p58): 5 mm long, and the spines may reach 3 cm		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:6); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030121	capitulum inflorescence	PATO_0000324	yellow	capitulum inflorescence yellow	reusable_phenotype	false	6	saudi_ncvc:6	Vachellia seyal var. fistula (p64): shiny yellow	Anvillea garcinii (Burm.f.) DC. (p152): golden-yellow in colour		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:6); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0009046	flower	PATO_0001286	desaturated yellow	flower desaturated yellow	reusable_phenotype	false	5	saudi_ncvc:5	Vachellia tortilis subsp. raddiana (Savi) Kyal. & Boatwr. (p66): pale yellow	Ficus vasta Forssk. (p76): flowers are pale yellow		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:5); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0020043	compound leaf	PATO_0000467	present	compound leaf present	reusable_phenotype	false	5	saudi_ncvc:5	Commiphora myrrha (Nees) Engl. (p32): leaves compound	Vachellia nilotica subsp. indica (Benth.) Kyal. & Boatwr. (p62): compound		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:5); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0020128	leaf margin	PATO_0001205	dentated	leaf margin dentated	reusable_phenotype	false	5	saudi_ncvc:5	Tarchonanthus camphoratus L. (p23): finely toothed margins	Ziziphus mucronata Willd. (p88): toothed margins		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:5); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0020137	leaf apex	PATO_0000389	acute	leaf apex acute	reusable_phenotype	false	5	saudi_ncvc:5	Commiphora myrrha (Nees) Engl. (p32): acute	Psydrax schimperianus (A.Rich.) Bridson (p68): the leaf apex acute		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:5); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030113	flower pedicel	PATO_0000122	length	flower pedicel length	reusable_trait	true	5	saudi_ncvc:5	Commiphora kataf (Forssk.) Engl. (p30): pedicel 2–4 mm long	Erica arborea L. (p47): 2.25 mm long		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:5); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030126	cyme inflorescence	PATO_0000467	present	cyme inflorescence present	reusable_phenotype	false	5	saudi_ncvc:5	Gymnosporia arbutifolia (Hochst. ex A.Rich.) Loes. (p39): inflorescences cymose	Ziziphus glabrata (B.Heyne ex Schult.) B.Heyne ex Wight & Arn. (p87): determinate		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:5); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0009047	stem	PATO_0002348	ligneous	stem ligneous	reusable_phenotype	false	4	saudi_ncvc:4	Commicarpus grandiflorus (A.Rich.) Standl. (p80): woody stem	Atriplex farinosa Forssk. (p116): The stem is woody		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:4); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
PO_0030091	capsule fruit	PATO_0001499	spherical	capsule fruit spherical	reusable_phenotype	false	4	saudi_ncvc:4	Dombeya torrida (J.F.Gmel.) Bamps (p69): globose	Trichilia emetica Vahl (p70): globose		approved	https://orcid.org/0000-0001-8149-5890	2026-09-18	Surfaced 2026-09-18 (saudi_ncvc:4); passed strict sanity screen; Approved by Robert Hoehndorf (all pairs surfaced 2026-09-18, after strict sanity screen; exclusions in scratchpad/pair-approvals-20260918/excluded.tsv).
